"","artist","song","song_parts","key","bpm","chords","link"
"11","Madonna","La Isla Bonita","Chorus","C#min","100","c#m-c#m-c#m-Emaj7-Emaj7-B-B-f#m-f#m-f#m-E-E-E-E-Bsus4-B-B-B-B-f#m-f#m-f#m-f#m-f#m-f#m-f#m-B-B-c#m-c#m-c#m-c#m-c#m-c#m-c#m-Emaj7-Emaj7-B-B-f#m-f#m-f#m-E-E-E-E-Bsus4-B-B-B-B-f#m-f#m-f#m-f#m-f#m-f#m-f#m-B-B-c#m-c#m-c#m-c#m-c#m-c#m-c#m-B-B-B-c#m-c#m-c#m-c#m-c#m-c#m-c#m-c#m-c#m-B-B-B-c#m-c#m-c#m-c#m-c#m-c#m","http://www.hooktheory.com/theorytab/view/madonna/la-isla-bonita"
"12","Marina and the Diamonds","Primadonna","Verse","Gmaj","126","em-am-D-G-em-am-D-G-em-am-D-G-em-am-D-G-em","http://www.hooktheory.com/theorytab/view/marina-and-the-diamonds/primadonna"
"13","Marina and the Diamonds","Primadonna","Pre-Chorus","Gmaj","128","am-D-G-em-am-D-G-em","http://www.hooktheory.com/theorytab/view/marina-and-the-diamonds/primadonna"
"14","Marina and the Diamonds","Primadonna","Chorus","Gmaj","128","am-D-G-em-am-D-G-em-am-D-G-em-am-D-G-em","http://www.hooktheory.com/theorytab/view/marina-and-the-diamonds/primadonna"
"15","Madonna","Hung Up","Chorus","Ddor","125","dm-em-F-G-am-dm-dm-em-F-G-am-dm","http://www.hooktheory.com/theorytab/view/madonna/hung-up"
"16","Madonna","Hung Up","Instrumental","Ddor","240","dm-em-F-G-am-dm","http://www.hooktheory.com/theorytab/view/madonna/hung-up"
"17","Madonna","Beautiful Stranger","Verse","Dbmaj","244","D-b7sus4-D-b7-D-b7sus4-D-b7","http://www.hooktheory.com/theorytab/view/madonna/beautiful-stranger"
"18","Madonna","Beautiful Stranger","Pre-Chorus","Dbmaj","124","Gb-F-b6-Cb-D-b7-D-b7sus4-D-b7-D-b7sus4","http://www.hooktheory.com/theorytab/view/madonna/beautiful-stranger"
"19","Madonna","Into The Groove","Chorus","Cmin","117","cm7-B-b(add9)-cm7-A-bmaj7-cm7-B-b(add9)-cm7-A-bmaj7-Bb-cm7-B-b(add9)-cm7-A-bmaj7-cm7-B-b(add9)-cm7-A-bmaj7-Bb","http://www.hooktheory.com/theorytab/view/madonna/into-the-groove"
"20","Madonna","Material Girl","Verse","Cmix","128","C7sus4-C-Bb-C-C7sus4-C-G7sus4-C","http://www.hooktheory.com/theorytab/view/madonna/material-girl"
"21","Madonna","Material Girl","Chorus","Cmaj","128","F-G-G-am-F-G-am-11-G-F-G-G-am-F-G-C7sus4","http://www.hooktheory.com/theorytab/view/madonna/material-girl"
"22","Madonna","Take A Bow","Verse","Abmaj","80","Ab-A-b7-Db-d-bm-Ab-Bb-d-bm-a-b7sus4","http://www.hooktheory.com/theorytab/view/madonna/take-a-bow"
"23","Madonna","Take A Bow","Chorus","Abmaj","72","Ab-Ab-bbm-b-bm-b-bm-E-bsus4-Eb-Ab-F-bmaj7-E-b7-Ab-Ab-F-bmaj7-E-b7","http://www.hooktheory.com/theorytab/view/madonna/take-a-bow"
"24","Madonna","Ray Of Light","Intro","Bbmaj","127","Bb-cm7-Bb-Eb-Bb-cm7-Bb-Eb-Bb-Eb-Bb-Eb-Bb-Eb-Bb-Eb-Bb-Eb-Bb-Eb-Bb-Eb-Bb-Eb","http://www.hooktheory.com/theorytab/view/madonna/ray-of-light"
"25","Madonna","Ray Of Light","Verse","Bbmaj","127","Bb-Eb-Bb-Eb-Bb-Bb-Eb-Bb-Eb-Bb-Bb-Eb-Bb-Eb-Bb-Bb-Eb-Bb-Eb-Bb-Bb-Eb-Bb-Eb-Bb-Bb-Eb-Bb-Eb-Bb-Bb-Eb-Bb-Eb-Bb-Bb-Eb-Bb-Eb-Bb","http://www.hooktheory.com/theorytab/view/madonna/ray-of-light"
"26","Madonna","Ray Of Light","Chorus","Bbmaj","126","Bb-Eb-Bb-Eb-Bb-Bb-Eb-Bb-Eb-Bb-Bb-Eb-Bb-Eb-Bb-Bb-Eb-Bb-Eb-Bb","http://www.hooktheory.com/theorytab/view/madonna/ray-of-light"
"27","Madonna","Devil Pray","Verse","Amin","107","am-C-G-am-am-C-Esus4-E-am-C-G-am-am-G-am-am-C-G-am-am-C-Esus4-E-am-C-G-am-am-G-am","http://www.hooktheory.com/theorytab/view/madonna/devil-pray"
"28","Madonna","Give Me All Your Luvin'","Chorus","C#dor","145","c#m-E(add9)-B(add9)-F#-c#m-E(add9)-B(add9)-F#","http://www.hooktheory.com/theorytab/view/madonna/give-me-all-your-luvin"
"29","Madonna","Express Yourself","Chorus","Gmix","115","G-F-F-G-G-F-F-G","http://www.hooktheory.com/theorytab/view/madonna/express-yourself"
"30","Madonna","Sky Fits Heaven","Chorus","Dmin","140","Bb-F-C-dm-d7sus2-C6-Bb-F-C-dm","http://www.hooktheory.com/theorytab/view/madonna/sky-fits-heaven"
"31","Madonna","Swim","Verse","C#dor","100","c#m-B-F#-c#m-B-F#-c#m-B-F#-c#m-B-F#-c#m-B-F#-c#m-B-F#-c#m-B-F#-c#m-B-F#","http://www.hooktheory.com/theorytab/view/madonna/swim"
"32","Madonna","The Power Of Goodbye","Verse","Fmin","99","fm-Db-Ab-Eb-fm-Db-Ab-Eb-fm-Db-Ab-Eb-Db","http://www.hooktheory.com/theorytab/view/madonna/the-power-of-goodbye"
"33","Madonna","Vogue","Chorus","G#min","116","g#m-F#(add9)-E6-E6-d#sus4-g#m-F#(add9)-E6-E6-d#sus4-g#m-F#(add9)-E6-E6-d#sus4-g#m-F#(add9)-E6-E6-d#sus4-g#m-F#(add9)-E6-E6-d#sus4-g#m-F#(add9)-E6-E6-d#sus4-g#m-F#(add9)-E6-E6-d#sus4-g#m-F#(add9)-E6-E6-d#sus4","http://www.hooktheory.com/theorytab/view/madonna/vogue"
"34","Madonna","Don't Tell Me","Intro","Dmix","100","D-D-a7sus4-am-C-C-G-G-D-D-a7sus4-am-C-C-G-G","http://www.hooktheory.com/theorytab/view/madonna/dont-tell-me"
"35","Madonna","Sorry","Chorus","Cmin","133","Ab-Bb-cm-cm-Ab-Bb-cm-cm","http://www.hooktheory.com/theorytab/view/madonna/sorry"
"36","Madonna","Candy Perfume Girl","Verse","F#mix","97","F#-A-A-F#-A-A-F#-A-A-F#-A-A-F#-A-A-F#-A-A-F#-A-A-F#-A-A-F#-A-A-F#-A-A-F#-A-A-F#-A-A-F#-A-A-F#-A-A-F#-A-A-F#-A-A","http://www.hooktheory.com/theorytab/view/madonna/candy-perfume-girl"
"37","Madonna","Candy Perfume Girl","Solo","F#mix","97","B-d#m-g#m7-d#m-B-d#m-g#m7-d#m","http://www.hooktheory.com/theorytab/view/madonna/candy-perfume-girl"
"38","Madonna","Like A Virgin","Intro","Gblyd","122","Gb-Gb-Gb-Gb","http://www.hooktheory.com/theorytab/view/madonna/like-a-virgin"
"39","Madonna","Like A Virgin","Verse","Gblyd","128","Gb-Gb-a-bm7-Gb-Gb-Gb-a-bm7-e-bm7-a-bm7-e-bm7-e-bm7-D-bsus4-Db","http://www.hooktheory.com/theorytab/view/madonna/like-a-virgin"
"40","Madonna","Like A Virgin","Chorus","Gblyd","122","","http://www.hooktheory.com/theorytab/view/madonna/like-a-virgin"
"41","Madonna","Holiday","Chorus","Dmaj","123","Gmaj7-Gmaj7-A-A-A-f#m7-f#m7-bm-bm-bm-bm-bm-bm-A-Gmaj7-Gmaj7-A-A-A-f#m7-f#m7-Gmaj9-(#-1-1)-bm-Gmaj7-Gmaj7-A-A-A-f#m7-f#m7-bm-bm-bm-bm-bm-bm-A-Gmaj7-Gmaj7-A-A-A-f#m7-f#m7-Gmaj9-(#-1-1)-D-Gmaj7-Gmaj7-A-A-A-f#m7-f#m7-bm-bm-bm-bm-bm-bm-A-Gmaj7-Gmaj7-A-A-A-f#m7-f#m7-Gmaj9-(#-1-1)-bm","http://www.hooktheory.com/theorytab/view/madonna/holiday"
"42","Madonna","Nothing Really Matters","Verse","Dmin","104","dm-dsus2-Bb-Bb-dm-dsus2-Bb-Bb-dm-dsus2-F-F-dm-dm-Bb-F","http://www.hooktheory.com/theorytab/view/madonna/nothing-really-matters"
"43","Madonna","Nothing Really Matters","Chorus","Dmin","110","dm-dm-dm-F-F-C-F-C-C-C-F-F-C-dm-gm-gm-gm-dm-dm-F-F-gm-gm-gm-gm-Bb-C-C(add9)-dm-dm-dm-F-F-C-F-C-C-C-F-F-C-dm-gm-gm-gm-gm-gm(add9)-dm-gm-F-F-F-C6-C6","http://www.hooktheory.com/theorytab/view/madonna/nothing-really-matters"
"44","Madonna","Live To Tell","Chorus","Dmin","87","C-gm-F-F-gm-am-Bb-gm-F-dm7-C-dm7-C-Bb-C","http://www.hooktheory.com/theorytab/view/madonna/live-to-tell"
"45","Madonna","Liquid Love","Verse","F#mix","127","F#-B-F#-B-F#-F#-E-B-F#-E-B","http://www.hooktheory.com/theorytab/view/madonna/liquid-love"
"46","Madonna","Liquid Love","Chorus","F#mix","127","F#-B-F#-B-F#-B-F#-B","http://www.hooktheory.com/theorytab/view/madonna/liquid-love"
"47","Madonna","I'm A Sinner","Verse","Cmix","126","C-C-C7sus2-C-C-C-C7sus2-C-C-C-C7sus2-C-C-C-C7sus2-C-C-C-C7sus2-C-C-C-C7sus2-C-C-C-C7sus2-C-C-C-C7sus2-C-C-C-C7sus2-C-C-C7sus2-C-C-C7sus2-C-C-C7sus2-C","http://www.hooktheory.com/theorytab/view/madonna/im-a-sinner"
"48","Madonna","Mer Girl","Verse","Bmix","97","B-A-B-A-B-A-B-A-B-A-B-A-B-A-B-A-c#m-A-F#(add9)-B-A-B-A-B-A-B-A","http://www.hooktheory.com/theorytab/view/madonna/mer-girl"
"49","Madonna","Bitch I'm Madonna","Chorus","Amin","102","am-am-am-am-am-bm-11(b5-b9)-am-bm-11(b5-b9)-am-am-G-G-G-am-11-G-Cmaj7sus2-Cmaj7sus2-Cmaj7sus2-G-G-G-G-am-am-am-am-am-bm-11(b5-b9)-am-bm-11(b5-b9)-am-am-G-G-G-am-11-G-Cmaj7sus2-Cmaj7sus2-Cmaj7sus2-G-G-G-G","http://www.hooktheory.com/theorytab/view/madonna/whos-that-girl"
"50","Madonna","Masterpiece","Chorus","G#min","132","g#m-g#m-g#m-a#m-11(b5-b9)-a#m-11(b5-b9)-a#m-11(b5-b9)-a#m-11(b5-b9)-a#m-11(b5-b9)-Esus2-Esus2-Esus2-F#-F#-F#-F#-F#-g#m-g#m-g#m-a#m-11(b5-b9)-a#m-11(b5-b9)-a#m-11(b5-b9)-a#m-11(b5-b9)-a#m-11(b5-b9)-Esus2-Esus2-Esus2-Esus2-d#m-d#m-d#m-d#m-g#m-g#m-g#m-a#m-11(b5-b9)-a#m-11(b5-b9)-a#m-11(b5-b9)-a#m-11(b5-b9)-a#m-11(b5-b9)-Esus2-Esus2-Esus2-F#-F#-F#-F#-F#-g#m-g#m-g#m-a#m-11(b5-b9)-a#m-11(b5-b9)-a#m-11(b5-b9)-a#m-11(b5-b9)-a#m-11(b5-b9)-Esus2-Esus2-Esus2-Esus2-d#m-d#m-d#m-d#m-g#m-g#m-g#m-a#m-11(b5-b9)-a#m-11(b5-b9)-a#m-11(b5-b9)-a#m-11(b5-b9)-a#m-11(b5-b9)-Esus2-Esus2-Esus2-F#-F#-F#-F#-F#-g#m-g#m-g#m-a#m-11(b5-b9)-a#m-11(b5-b9)-a#m-11(b5-b9)-a#m-11(b5-b9)-a#m-11(b5-b9)-Esus2-Esus2-Esus2-Esus2-d#m-d#m-d#m-d#m-g#m-g#m-g#m-a#m-11(b5-b9)-a#m-11(b5-b9)-a#m-11(b5-b9)-a#m-11(b5-b9)-a#m-11(b5-b9)-Esus2-Esus2-Esus2-F#-F#-F#-F#-F#-g#m-g#m-g#m-a#m-11(b5-b9)-a#m-11(b5-b9)-a#m-11(b5-b9)-a#m-11(b5-b9)-a#m-11(b5-b9)-Esus2-Esus2-Esus2-Esus2-d#m-d#m-d#m-d#m","http://www.hooktheory.com/theorytab/view/madonna-feat-avicii/girl-gone-wild-umf-mix"
"51","Madonna","Papa Don't Preach","Verse","Dmaj","84","D-A-bm-G-D-G-A-D-A-bm-G-D-A","http://www.hooktheory.com/theorytab/view/madonna/ill-remember"
"52","Madonna","Erotica","Verse","D#min","100","d#m7-a#m-b#m7(b5)-B-d#m7-a#m-b#m7(b5)-B-d#m7-a#m-b#m7(b5)-B-A#sus4-c-xo-g#m7-a#m7-d#m7-C#-g#m7-a#m7-Bmaj7-C#(add9)-A#7-A#7","http://www.hooktheory.com/theorytab/view/madonna/secret"
"53","Madonna","Erotica","Chorus","D#min","100","d#m-C#-b#m7(b5)-B-d#m-C#-b#m7(b5)-B-d#m-C#-b#m7(b5)-B-A#sus4-c-xo-c-xo","http://www.hooktheory.com/theorytab/view/madonna/secret"
"54","Madonna","Open Your Heart","Instrumental","D#min","150","d#m-d#m","http://www.hooktheory.com/theorytab/view/madonna/bitch-im-madonna"
"55","Madonna","Bad Girl","Verse","D#min","87","d#m-g#m-C#-F#-C#-d#m-g#m-C#-F#-C#-d#m-g#m-C#-F#-C#-d#m-g#m-C#-A#","http://www.hooktheory.com/theorytab/view/madonna/masterpiece"
"56","Madonna","Bad Girl","Chorus","D#min","87","B-F#-C#-d#m-d#m-C#-B-F#-C#-c-xo-d#m-C#-B-A#-d#m","http://www.hooktheory.com/theorytab/view/madonna/masterpiece"
"57","Madonna","Cherish","Pre-Chorus","Fmin","123","Db-Eb-Db-Eb-Db-Eb-fm-Eb-Db-Eb","http://www.hooktheory.com/theorytab/view/madonna/papa-dont-preach"
"58","Madonna","Cherish","Chorus","Fmin","122","fm-Eb-D-bmaj7-E-bsus4-cm7-fm-Eb-D-bmaj7-E-bsus4-cm7-b-bm(add9)-b-bm7-b-bm7-fm-Eb-D-bmaj7-E-bsus4-cm7-fm-Eb-D-bmaj7-Eb-cm7","http://www.hooktheory.com/theorytab/view/madonna/papa-dont-preach"
"59","Madonna","True Blue","Pre-Chorus","F#min","100","D(add9)-D(add9)-D(add9)-g#7(b5-)sus-b2-D(add9)-g#7(b5-)sus-b2-f#m7-f#m7-f#m7-f#m-f#m7-f#m-D(add9)-D(add9)-D(add9)-g#7(b5-)sus-b2-D(add9)-g#7(b5-)sus-b2-f#m7-f#m7-f#m7-f#m-f#m7-f#m-D(add9)-D(add9)-D(add9)-g#7(b5-)sus-b2-D(add9)-g#7(b5-)sus-b2-f#m7-f#m7-f#m7-f#m-f#m7-f#m-D(add9)-D(add9)-D(add9)-g#7(b5-)sus-b2-D(add9)-g#7(b5-)sus-b2-f#m7-f#m7-f#m7-f#m-f#m7-f#m-f#m-f#m-f#m-f#m-f#m-f#m-f#m-f#m-f#m-f#m-f#m-em-11(b9)-f#m-f#m-f#m-f#m-f#m-f#m-f#m-f#m-f#m-f#m-f#m-em-11(b9)-f#m-f#m-f#m-f#m-f#m-f#m-f#m-f#m-f#m-f#m-f#m-em-11(b9)-f#m-f#m-f#m-f#m-f#m-f#m-f#m-f#m-f#m-f#m-f#m-em-11(b9-)","http://www.hooktheory.com/theorytab/view/madonna/erotica"
"60","Madonna feat Avicii","Dress You Up","Pre-Chorus","Fmaj","114","Bb-C7-dm7-Bb-C-gm7-F-C","http://www.hooktheory.com/theorytab/view/madonna/open-your-heart"
"61","Madonna feat Avicii","Dress You Up","Chorus","Fmaj","114","dm7-gm7-C-Csus2sus4-C-dm7-gm7-C-Csus2sus4-C-F-gm7-C-Csus2sus4-C-dm7-gm7-C-F-F(add9-)","http://www.hooktheory.com/theorytab/view/madonna/open-your-heart"
"62","Madonna","Borderline","Verse","F#maj","72","F#-F#-F#-F#-g#m-11-F#-D-c#m-F#-F#-F#-F#-F#-g#m-11-F#-D-c#m-F#-Dmaj7-c#m-A(add9)-Dmaj7-c#m-A(add9)-Dmaj7-c#m-A(add9)-Dmaj7-c#m-A(add9-)","http://www.hooktheory.com/theorytab/view/madonna/bad-girl"
"63","Madonna","Lucky Star","Chorus","Dmaj","133","G-D-D-G-bm-em7-G(add9)-A-G-bm7-D-G-D-G-D-A","http://www.hooktheory.com/theorytab/view/madonna/cherish"
"64","Madonna","Who's That Girl","Chorus","Emaj","240","B-B-B-B-B-B-B-B-g#m-g#m-g#m-g#m-g#m-g#m-g#m-g#m-E-E-E-E-E-E-E-E-F#-F#-F#-F#-F#-F#-F#-F#","http://www.hooktheory.com/theorytab/view/madonna/true-blue"
"65","Madonna","Girl Gone Wild UMF Mix","Verse","Ebmaj","137","A-bmaj7-A-bmaj7-B-bsus4-Bb-B-bsus4-Bb-A-bmaj7-A-bmaj7-B-bsus4-Bb-B-bsus4-Bb-A-bmaj7-A-bmaj7-B-bsus4-Bb-B-bsus4-Bb-fm7-A-bmaj7-B-bsus4-Bb-B-bsus4-Bb","http://www.hooktheory.com/theorytab/view/madonna/dress-you-up"
"66","Madonna","Girl Gone Wild UMF Mix","Chorus","Ebmaj","136","B-bsus4-Bb-A-bmaj7-A-bmaj7-Bb-B-bsus4-Bb-A-bmaj7-A-bmaj7-B-bsus4-Bb-B-bsus4-Bb-A-bmaj7-A-bmaj7-Bb-B-bsus4-Bb-A-bmaj7-A-bmaj7-Bb","http://www.hooktheory.com/theorytab/view/madonna/dress-you-up"
"67","Madonna","I'll Remember","Chorus","Dmaj","117","A-A-A-F#-bm-A-E-em7-em7-D-D-A-A-D","http://www.hooktheory.com/theorytab/view/madonna/borderline"
"68","Madonna","Secret","Chorus","Emin","118","em7-D-D-em7-D-D","http://www.hooktheory.com/theorytab/view/madonna/lucky-star"
"69","billy joel","piano man","Verse","Cmaj","188","C-G-F-C-F-C-D-G-C-G-F-C-F-G-C","http://www.hooktheory.com/theorytab/view/billy-joel/piano-man"
"70","billy joel","piano man","Chorus","Cmaj","175","C-G-F-C-F-C-D-G-C-G-F-C-F-Fsus2-C","http://www.hooktheory.com/theorytab/view/billy-joel/piano-man"
"71","billy joel","piano man","Instrumental","Cmaj","176","am-am-D-F-am-am-D-F-am-am-D-D-G-G7-C-G","http://www.hooktheory.com/theorytab/view/billy-joel/piano-man"
"72","Billy Joel","Uptown Girl","Verse","Emaj","130","E-f#m-E-A-B-E-f#m-E-A-B","http://www.hooktheory.com/theorytab/view/billy-joel/uptown-girl"
"73","Billy Joel","Uptown Girl","Pre-Chorus","Cmaj","128","C-am-dm-G-C-am-bm7(b5)-E7","http://www.hooktheory.com/theorytab/view/billy-joel/uptown-girl"
"74","Billy Joel","Uptown Girl","Pre-Chorus","Amaj","126","A-f#m-bm-B","http://www.hooktheory.com/theorytab/view/billy-joel/uptown-girl"
"75","Billy Joel","Uptown Girl","Bridge","Dmaj","128","G-A-F#-bm-bm-G-A-F#-B","http://www.hooktheory.com/theorytab/view/billy-joel/uptown-girl"
"76","Billy Joel","She's Always a Woman","Verse","Ebmaj","128","Eb-Bb-Eb-Eb-fm-Eb-Ab-Eb-A-b6-A-bmaj7-Bb-Eb-Bb-G-cm-cm-A-bmaj7-B-bsus4-Eb-Bb7sus4-Eb-Bb","http://www.hooktheory.com/theorytab/view/billy-joel/shes-always-a-woman"
"77","Billy Joel","She's Always a Woman","Chorus","Ebmaj","128","cm-cm-F7-F7-Bb-Bb-Eb-E-bmaj7-Ab-Ab-fm7-Bb-Eb-Bb7sus4-Eb-Bb-e-bm7-e-bm-A-b7-A-b7-Db-Db-G-bmaj7-G-bmaj7-Cb-Cb-F7-F7-Bb-B-b6-Bb7-B-b6-Bb7","http://www.hooktheory.com/theorytab/view/billy-joel/shes-always-a-woman"
"78","Billy Joel","Just The Way You Are","Intro","Dmaj","134","D-em7(b5)-D-D-D-em7(b5)-D-D","http://www.hooktheory.com/theorytab/view/billy-joel/just-the-way-you-are"
"79","Billy Joel","Just The Way You Are","Verse","Dmaj","68","D-g#m7(b5)-Gmaj7-bm7-D7-Gmaj7-gm7-D-am7-D7-Gmaj7-gm7-g7sus2-D-bm7-E7sus4-E7-A7sus4-A(add9-)","http://www.hooktheory.com/theorytab/view/billy-joel/just-the-way-you-are"
"80","Billy Joel","Just The Way You Are","Bridge","Dmaj","128","G-A7-f#m-Bsus4-em7-A7-Dmaj7-D-D-D7-B-b6-C-am7-D7-gm7-Asus4-A(add9)-A(add9-)","http://www.hooktheory.com/theorytab/view/billy-joel/just-the-way-you-are"
"81","Billy Joel","The Longest Time","Verse","Ebmaj","84","Eb-Ab-Eb-Eb-F7-Bb-G7-cm-Bb7-Eb-E-b7-Ab-fm-Bb-Eb","http://www.hooktheory.com/theorytab/view/billy-joel/the-longest-time"
"82","Billy Joel","The Longest Time","Chorus","Ebmaj","85","Eb-Bb-Eb-Ab-Bb7-Eb-Bb-Eb-Ab-Bb7","http://www.hooktheory.com/theorytab/view/billy-joel/the-longest-time"
"83","Billy Joel","All for Leyna","Intro","Amin","140","am-am-F-am-F-am-dsus2-G-Gsus2-Gsus4-G-Gsus4-G-Gsus2-G-am-am-F-am-F-Gsus4-G-Gsus2-Gsus2-G-Gsus2-G-Gsus2-G-am-F-Gsus4-G-Gsus2-G","http://www.hooktheory.com/theorytab/view/billy-joel/all-for-leyna"
"84","Billy Joel","All for Leyna","Verse","Amin","143","F-E-am-dm7-Gsus4-G-Gsus2-G-F-E-dm(add9)-G-Gsus4-Gsus2-F-E-am-dm7-Gsus4-G-Gsus2-G-F-E-dm(add9)-G-E","http://www.hooktheory.com/theorytab/view/billy-joel/all-for-leyna"
"85","Billy Joel","All for Leyna","Chorus","Amin","142","am-F-C-G-Gsus2-G-am-F-C-G-Gsus2-G-am-dm7-C-Fmaj7sus2-G","http://www.hooktheory.com/theorytab/view/billy-joel/all-for-leyna"
"86","Billy Joel","All for Leyna","Outro","Amin","144","G-G-A-A7-Fmaj7-G7sus4-A-A7-Fmaj7-F-E-am-am-F-am-F-G(add9)-G-G(add9)-G-am-F-Gsus4-G-Gsus2-G","http://www.hooktheory.com/theorytab/view/billy-joel/all-for-leyna"
"87","billy joel","pianoman","Instrumental","Cmaj","128","C-G-F-C-F-C-D-G-C-G-F-C-F-F(add9)-C-C-C-G-F-C-F-F(add9)-C-C-C-G-F-C-F-C-D-G-C-G-F-C-F-F(add9)-C-C-am-am-D-am-am-D-D-G-G7-C-G-C-G-F-C-F-C-D-G-C-G-F-C-F-C-D","http://www.hooktheory.com/theorytab/view/billy-joel/pianoman"
"88","Billy Joel","Big Shot","Intro","Emin","76","em-G-em-G-em-D-C-F-F-F-C","http://www.hooktheory.com/theorytab/view/billy-joel/big-shot"
"89","Billy Joel","Big Shot","Verse","Emin","74","esus4-esus4-G-G-esus4-esus4-G-G-esus4-esus4-D-C-F-F-F-C","http://www.hooktheory.com/theorytab/view/billy-joel/big-shot"
"90","Billy Joel","Goodnight Saigon","Verse","Cmaj","74","F-G-C-C-F-G-C-em-am-em-am-dm-dm-G-am7-G","http://www.hooktheory.com/theorytab/view/billy-joel/goodnight-saigon"
"91","billyjoel","piano man","Instrumental","Cmaj","128","C-G-F-C-F-C-D-G-C-G-F-C-F-F(add9)-C-C-C-G-F-C-F-F(add9)-C-C-C-G-F-C-F-C-D-G-C-G-F-C-F-F(add9)-C-C-am-am-D-am-am-D-D-G-G7-C-G-C-G-F-C-F-C-D-G-C-G-F-C-F-C-D","http://www.hooktheory.com/theorytab/view/billyjoel/piano-man"
"92","Billy Joel","Honesty","Intro","Bbmaj","128","b-bm-b-bm-G-bmaj7-F7-Bb-Eb-F-dm-Eb-gm-am-cm-Fsus4-F-Bb-Csus4-C-F-A-dm-dm-Eb-A7-A7sus2-Dsus4-D-Eb-D7","http://www.hooktheory.com/theorytab/view/billy-joel/honesty"
"93","Billy Joel","Honesty","Chorus","Bbmaj","68","E-bmaj7-F(add9)-D7-gm-gm-Eb-F7-F7sus2-Bb-D-Eb-D7-E-bmaj7-F(add9)-D7-gm-gm-Eb-F7-F-B-bsus4-Bb-F7sus4","http://www.hooktheory.com/theorytab/view/billy-joel/honesty"
"94","Billy Joel","We Didn't Start The Fire","Chorus","Gmaj","145","G-em7-C(add9)-G-em7-C(add9-)","http://www.hooktheory.com/theorytab/view/billy-joel/we-didnt-start-the-fire"
"95","Billy Joel","Leningrad","Chorus","Amin","70","dm-dm-dm-dm-asus4-asus4-am-am-Gsus4-Gsus4-G-G-asus4-asus4-A-A-dsus4-dsus4-dm-dm-asus4-asus4-am-am-Gsus4-Gsus4-G-G-asus4-asus4-A-A","http://www.hooktheory.com/theorytab/view/billy-joel/leningrad"
"96","Billy Joel","Allentown","Intro","Gmaj","136","C-G-C-G-C-G","http://www.hooktheory.com/theorytab/view/billy-joel/allentown"
"97","Billy Joel","Vienna","Verse","Bbmaj","130","gm-Bb-F-Ab-Eb-Bb-C-D","http://www.hooktheory.com/theorytab/view/billy-joel/vienna"
"98","Billy Joel","Movin Out","Verse","Dmin","134","dm-gm7-C9-em7(b5-b9)-F-F-F-dm-gm7-C9-em7(b5-b9)-F-F-F-dm-G7-Bb-C7-Bb-C7-Bb-C-dm-gm7-C9-F-C","http://www.hooktheory.com/theorytab/view/billy-joel/movin-out"
"99","Billy Joel","Movin Out","Chorus","Dmin","132","F-Bb-C-gm-A-dm-dm-Bb-em7-A7-dm-gm7-C9-em7(b5-b9)-F-dm-gm7-C-C-Fmaj7","http://www.hooktheory.com/theorytab/view/billy-joel/movin-out"
"100","Billy Joel","I've Loved These Days","Verse","Cmaj","78","C-f#m7(b5)-G-Bb-F-Fmaj7sus2-Bb-F-C7-A7-dm-D-F-G-F-G7","http://www.hooktheory.com/theorytab/view/billy-joel/ive-loved-these-days"
"101","Billy Joel","It's Still Rock and Roll to Me","Verse","Cmaj","138","C-em-Bb-F-C-em-Bb-F","http://www.hooktheory.com/theorytab/view/billy-joel/its-still-rock-and-roll-to-me"
"102","Billy Joel","It's Still Rock and Roll to Me","Chorus","Cmaj","138","em-am-em-D-G-C-em-Bb-F-am-G-C","http://www.hooktheory.com/theorytab/view/billy-joel/its-still-rock-and-roll-to-me"
"103","Elton John","Tiny Dancer","Intro","Cmaj","128","C-F-C-F-C-F-C-F","http://www.hooktheory.com/theorytab/view/elton-john/tiny-dancer"
"104","Elton John","Tiny Dancer","Verse","Cmaj","146","C-F-C-F-C-C-F-F-G-C-F-C-F-C-C-F-F-C-F-em7-am7-D-dm7-E-am-G7-C-F-C-F-C-C-G-F-C-G","http://www.hooktheory.com/theorytab/view/elton-john/tiny-dancer"
"105","Elton John","Tiny Dancer","Pre-Chorus","Ebmaj","144","Ab-Bb-gm7-cm-Ab-Bb-G7-G-C","http://www.hooktheory.com/theorytab/view/elton-john/tiny-dancer"
"106","Elton John","Tiny Dancer","Chorus","Amin","128","F-C-dm-dm-C-F-C-Gsus4-G(add9)-G-G(add9)-C-F-C-dm-dm-C-F-C-G(add9)-G(add9)-C","http://www.hooktheory.com/theorytab/view/elton-john/tiny-dancer"
"107","Elton John","Tiny Dancer","Instrumental","Cmaj","128","C-F-C-F","http://www.hooktheory.com/theorytab/view/elton-john/tiny-dancer"
"108","Elton John","Can You Feel the Love Tonight","Intro","Bbmaj","63","Bb-F-Eb-Bb-Eb-Bb-F-Bb-cm7-Bb","http://www.hooktheory.com/theorytab/view/elton-john/can-you-feel-the-love-tonight"
"109","Elton John","Can You Feel the Love Tonight","Verse","Bbmaj","62","Eb-Bb-Eb-Bb-Eb-Bb-cm7-F-Eb-Bb-Eb-Bb-Eb-gm-Ab-F","http://www.hooktheory.com/theorytab/view/elton-john/can-you-feel-the-love-tonight"
