"artist","song","song_parts","key","bpm","chords","link","roman","roman_features","song_join_code","artist_name","album_name","album_release_date","year","phase"
"The Beatles","Get Back","Verse","Amix",132,"A-A-D-A-A-A-D-A","http://www.hooktheory.com/theorytab/view/the-beatles/get-back","I-I-IV-I-I-I-IV-I","I-I-IV-I-I-I-IV-I","get back","The Beatles","Let It Be","1970-05-08",1970,"Late"
"The Beatles","The Fool on the Hill","Intro","Dmaj",72,"D-D-G-D-G-em-A-D-bm-em-A","http://www.hooktheory.com/theorytab/view/the-beatles/the-fool-on-the-hill","I-I-IV-I-IV-ii-V-I-vi-ii-V","I-I-IV-I-IV-ii-V-I-vi-ii-V","the fool on the hill","The Beatles","Magical Mystery Tour","1967-11-27",1967,"Late"
"The Beatles","The Fool on the Hill","Chorus","Dmin",72,"dm-gm-dm-Bb-C-dm","http://www.hooktheory.com/theorytab/view/the-beatles/the-fool-on-the-hill","i-iv-i-VI-VII-i","i-iv-i-VI-VII-i","the fool on the hill","The Beatles","Magical Mystery Tour","1967-11-27",1967,"Late"
"The Beatles","Help","Intro","Amaj",191,"bm-G-E7-A7","http://www.hooktheory.com/theorytab/view/the-beatles/help","ii-IV/IV-V-V/IV","ii-IV/IV-V7-V7/IV","help","The Beatles","Help!","1965-08-06",1965,"Early"
"The Beatles","Help","Verse","Amaj",191,"A-c#m-f#m-D-A-A-c#m-f#m-D-A","http://www.hooktheory.com/theorytab/view/the-beatles/help","I-iii-vi-IV-I-I-iii-vi-IV-I","I-iii-vi-IV-I-I-iii-vi-IV-I","help","The Beatles","Help!","1965-08-06",1965,"Early"
"The Beatles","Help","Chorus","Amaj",190,"bm-bm-G-G-E-A-A7-A","http://www.hooktheory.com/theorytab/view/the-beatles/help","ii-ii-IV/IV-IV/IV-V-I-V/IV-I","ii-ii-IV/IV-IV/IV-V-I-V7/IV-I","help","The Beatles","Help!","1965-08-06",1965,"Early"
"The Beatles","From Me To You","Intro","Cmaj",138,"C-C-am-am-C-C-am-am-C-C-am-am-C-C-G7-G7-F7-F7-am-am-C-G7-C-am-C-C-am-am-C-C-G7-G7-F-F-am-am-C-G7-C-C-gm-gm-C7-C7-F-F-F-F-D7-D7-D7-D7-G","http://www.hooktheory.com/theorytab/view/the-beatles/from-me-to-you","I-I-vi-vi-I-I-vi-vi-I-I-vi-vi-I-I-V-V-IV/(dor)-IV/(dor)-vi-vi-I-V-I-vi-I-I-vi-vi-I-I-V-V-IV-IV-vi-vi-I-V-I-I-v/(min)-v/(min)-V/IV-V/IV-IV-IV-IV-IV-V/V-V/V-V/V-V/V-V","I-I-vi-vi-I-I-vi-vi-I-I-vi-vi-I-I-V7-V7-IV7/(dor)-IV7/(dor)-vi-vi-I-V7-I-vi-I-I-vi-vi-I-I-V7-V7-IV-IV-vi-vi-I-V7-I-I-v/(min)-v/(min)-V7/IV-V7/IV-IV-IV-IV-IV-V7/V-V7/V-V7/V-V7/V-V","from me to you","The Beatles",NA,NA,1963,"Early"
"The Beatles","Ob-La-Di Ob-La-Da","Verse","Bbmaj",224,"Bb-Bb-F-F-F7-F7-Bb-Bb-Bb-Bb-Eb-Eb-Bb-F-Bb","http://www.hooktheory.com/theorytab/view/the-beatles/ob-la-di-ob-la-da","I-I-V-V-V-V-I-I-I-I-IV-IV-I-V-I","I-I-V-V-V7-V7-I-I-I-I-IV-IV-I-V-I","ob-la-di ob-la-da","The Beatles","White Album","1968-11-22",1968,"Late"
"The Beatles","Ob-La-Di Ob-La-Da","Chorus","Bbmaj",223,"Bb-Eb-Bb-F-Bb-Bb-F-gm-Bb-F-Bb-Bb-F-gm-Bb-F-Bb","http://www.hooktheory.com/theorytab/view/the-beatles/ob-la-di-ob-la-da","I-IV-I-V-I-I-V-vi-I-V-I-I-V-vi-I-V-I","I-IV-I-V-I-I-V-vi-I-V-I-I-V-vi-I-V-I","ob-la-di ob-la-da","The Beatles","White Album","1968-11-22",1968,"Late"
"The Beatles","Ob-La-Di Ob-La-Da","Bridge","Bbmaj",223,"Eb-Bb-Eb-F","http://www.hooktheory.com/theorytab/view/the-beatles/ob-la-di-ob-la-da","IV-I-IV-V","IV-I-IV-V","ob-la-di ob-la-da","The Beatles","White Album","1968-11-22",1968,"Late"
"The Beatles","Rocky Raccoon","Verse","Cmaj",76,"am-Dsus4-D-G7-C-G","http://www.hooktheory.com/theorytab/view/the-beatles/rocky-raccoon","vi-V/V-V/V-V-I-V","vi-Vsus4/V-V/V-V7-I-V","rocky raccoon","The Beatles","White Album","1968-11-22",1968,"Late"
"The Beatles","I Will","Verse","Fmaj",104,"F-dm-gm-C-F-dm-am-F-Bb-C-dm-am-Bb-C-F-dm","http://www.hooktheory.com/theorytab/view/the-beatles/i-will","I-vi-ii-V-I-vi-iii-I-IV-V-vi-iii-IV-V-I-vi","I-vi-ii-V-I-vi-iii-I-IV-V-vi-iii-IV-V-I-vi","i will","The Beatles","White Album","1968-11-22",1968,"Late"
"The Beatles","Happiness is a Warm Gun","Intro","Emin",156,"am(add9)-Fmaj7-em-am-em-em","http://www.hooktheory.com/theorytab/view/the-beatles/happiness-is-a-warm-gun","iv-vi/IV-i-iv-i-i","iv(add9)-vimaj7/IV-i-iv-i-i","happiness is a warm gun","The Beatles","White Album","1968-11-22",1968,"Late"
"The Beatles","Happiness is a Warm Gun","Verse","Emin",134,"dm-am-dm-am-am-dm-am-dm-am-am","http://www.hooktheory.com/theorytab/view/the-beatles/happiness-is-a-warm-gun","IV/IV-iv-IV/IV-iv-iv-IV/IV-iv-IV/IV-iv-iv","IV/IV-iv-IV/IV-iv-iv-IV/IV-iv-IV/IV-iv-iv","happiness is a warm gun","The Beatles","White Album","1968-11-22",1968,"Late"
"The Beatles","She Loves You","Verse","Gmaj",153,"G-G-em-bm-D-G-em-bm-D-G-em-cm-D","http://www.hooktheory.com/theorytab/view/the-beatles/she-loves-you","I-I-vi-iii-V-I-vi-iii-V-I-vi-iv/(min)-V","I-I-vi-iii-V-I-vi-iii-V-I-vi-iv/(min)-V","she loves you","The Beatles",NA,NA,1963,"Early"
"The Beatles","Hey Bulldog","Intro","Cmix",103,"C7-gm-C7-gm-Bb-gm-F-F7-Bb-gm-C7","http://www.hooktheory.com/theorytab/view/the-beatles/hey-bulldog","I-v-I-v-VII-v-IV-IV/(dor)-VII-v-I","I7-v-I7-v-VII-v-IV-IV7/(dor)-VII-v-I7","hey bulldog","The Beatles","Yellow Submarine","1969-01-17",1969,"Late"
"The Beatles","Hey Bulldog","Bridge","Cmin",103,"cm-Ab-ao-cm7-fm-Db-do-fm7-co-fm","http://www.hooktheory.com/theorytab/view/the-beatles/hey-bulldog","i-VI-ii/V-i-iv-II/(lydian)-ii-iv-i/(loc)-iv","i-VI-iio/V-i7-iv-II/(lydian)-iio-iv7-io/(loc)-iv","hey bulldog","The Beatles","Yellow Submarine","1969-01-17",1969,"Late"
"The Beatles","Hey Bulldog","Solo","Cmix",103,"C7-gm-C7-gm-Bb-gm-F-F7-Bb-gm-C7","http://www.hooktheory.com/theorytab/view/the-beatles/hey-bulldog","I-v-I-v-VII-v-IV-IV/(dor)-VII-v-I","I7-v-I7-v-VII-v-IV-IV7/(dor)-VII-v-I7","hey bulldog","The Beatles","Yellow Submarine","1969-01-17",1969,"Late"
"The Beatles","Girl","Verse","Cmin",94,"cm-G7-cm-fm-Eb-G7-cm-G7-cm-fm-cm","http://www.hooktheory.com/theorytab/view/the-beatles/girl","i-V/(maj)-i-iv-III-V/(maj)-i-V/(maj)-i-iv-i","i-V7/(maj)-i-iv-III-V7/(maj)-i-V7/(maj)-i-iv-i","girl","The Beatles","Rubber Soul","1965-12-03",1965,"Early"
"The Beatles","Girl","Chorus","Ebmaj",94,"Eb-gm-fm-Bb7-Eb-gm-fm-Bb7","http://www.hooktheory.com/theorytab/view/the-beatles/girl","I-iii-ii-V-I-iii-ii-V","I-iii-ii-V7-I-iii-ii-V7","girl","The Beatles","Rubber Soul","1965-12-03",1965,"Early"
"The Beatles","Girl","Bridge","Ebmaj",94,"fm-C-fm-C-fm-C-fm-Ab","http://www.hooktheory.com/theorytab/view/the-beatles/girl","ii-I/vi-ii-I/vi-ii-I/vi-ii-IV","ii-I/vi-ii-I/vi-ii-I/vi-ii-IV","girl","The Beatles","Rubber Soul","1965-12-03",1965,"Early"
"The Beatles","She's Leaving Home","Verse","Emaj",128,"E-bm-f#m7-f#m7-c#m7-c#m7-F#7-F#7-Amaj7-Amaj7-B7-B7-Amaj7-Amaj7-B7-B7","http://www.hooktheory.com/theorytab/view/the-beatles/shes-leaving-home","I-v/(min)-ii-ii-vi-vi-V/V-V/V-IV-IV-V-V-IV-IV-V-V","I-v/(min)-ii7-ii7-vi7-vi7-V7/V-V7/V-IVmaj7-IVmaj7-V7-V7-IVmaj7-IVmaj7-V7-V7","she's leaving home","The Beatles","Sgt. Peppers Lonely Hearts Club Band","1967-05-26",1967,"Late"
"The Beatles","I Don't Want To Spoil The Party","Verse","Gmaj",96,"G-G-G-D7-em-B7-am7-D-G-F-G","http://www.hooktheory.com/theorytab/view/the-beatles/i-dont-want-to-spoil-the-party","I-I-I-V-vi-V/vi-ii-V-I-IV/IV-I","I-I-I-V7-vi-V7/vi-ii7-V-I-IV/IV-I","i don't want to spoil the party","The Beatles","Beatles For Sale","1964-12-04",1964,"Early"
"The Beatles","I Don't Want To Spoil The Party","Chorus","Gmaj",188,"G-G-em7-A-C-D","http://www.hooktheory.com/theorytab/view/the-beatles/i-dont-want-to-spoil-the-party","I-I-vi-V/V-IV-V","I-I-vi7-V/V-IV-V","i don't want to spoil the party","The Beatles","Beatles For Sale","1964-12-04",1964,"Early"
"The Beatles","She Came in through the Bathroom Window","Verse","Amix",81,"A-D-D-D-f#m-A-A-f#m7-f#m-D-D-D-f#m-A-A-f#m7-f#m7-D-f#m-D-D-D","http://www.hooktheory.com/theorytab/view/the-beatles/she-came-in-through-the-bathroom-window","I-IV-IV-IV-vi-I-I-vi-vi-IV-IV-IV-vi-I-I-vi-vi-IV-vi-IV-IV-IV","I-IV-IV-IV-vi-I-I-vi7-vi-IV-IV-IV-vi-I-I-vi7-vi7-IV-vi-IV-IV-IV","she came in through the bathroom window","The Beatles","Abbey Road","1969-09-26",1969,"Late"
"The Beatles","ALL I'VE GOT TO DO","Verse","Emaj",126,"c#m-c#m-E-E-c#m-c#m-f#m-f#m-am-E-E","http://www.hooktheory.com/theorytab/view/the-beatles/all-ive-got-to-do","vi-vi-I-I-vi-vi-ii-ii-iv/(min)-I-I","vi-vi-I-I-vi-vi-ii-ii-iv/(min)-I-I","all i've got to do","The Beatles","With the Beatles","1963-11-22",1963,"Early"
"The Beatles","ALL I'VE GOT TO DO","Verse","Emaj",126,"c#m-c#m-E-E-c#m-c#m-f#m-f#m-am-E-E","http://www.hooktheory.com/theorytab/view/the-beatles/all-ive-got-to-do","vi-vi-I-I-vi-vi-ii-ii-iv/(min)-I-I","vi-vi-I-I-vi-vi-ii-ii-iv/(min)-I-I","all i've got to do","The Beatles","Meet the Beatles","1964-01-20",1964,"Early"
"The Beatles","Fixing A Hole","Verse","Fmin",107,"F-C-fm-fm7-Bb-fm-Bb-fm-Bb","http://www.hooktheory.com/theorytab/view/the-beatles/fixing-a-hole","I/(maj)-V/(maj)-i-i-IV/(maj)-i-IV/(maj)-i-IV/(maj)","I/(maj)-V/(maj)-i-i7-IV/(maj)-i-IV/(maj)-i-IV/(maj)","fixing a hole","The Beatles","Sgt. Peppers Lonely Hearts Club Band","1967-05-26",1967,"Late"
"The Beatles","Your Mother Should Know","Verse","Amin",120,"am-Fmaj7-A7-dm-G7-C-A7-D-G7-C-E7","http://www.hooktheory.com/theorytab/view/the-beatles/your-mother-should-know","i-VI-V/iv(maj)-iv-VII-III-V/iv(maj)-IV/(maj)-VII-III-V/(maj)","i-VImaj7-V7/iv(maj)-iv-VII7-III-V7/iv(maj)-IV/(maj)-VII7-III-V7/(maj)","your mother should know","The Beatles","Magical Mystery Tour","1967-11-27",1967,"Late"
"The Beatles","Martha My Dear","Chorus","Ebmaj",96,"Eb-D-gm-gm-C7-F-Bb-Ab(add9)-Bb7-Ab-Bb7-Ab-Bb-Bb7","http://www.hooktheory.com/theorytab/view/the-beatles/martha-my-dear","I-V/iii-iii-iii-V/ii-V/V-V-IV-V-IV-V-IV-V-V","I-V/iii-iii-iii-V7/ii-V/V-V-IV(add9)-V7-IV-V7-IV-V-V7","martha my dear","The Beatles","White Album","1968-11-22",1968,"Late"
"The Beatles","Good Day Sunshine","Verse","Amaj",117,"A-F#-B-E-A-A-F#-B-E-A","http://www.hooktheory.com/theorytab/view/the-beatles/good-day-sunshine","I-I/vi-V/V-V-I-I-I/vi-V/V-V-I","I-I/vi-V/V-V-I-I-I/vi-V/V-V-I","good day sunshine","The Beatles","Revolver","1966-08-05",1966,"Late"
"The Beatles","Good Day Sunshine","Chorus","Amaj",128,"B-F#-B-F#-E7","http://www.hooktheory.com/theorytab/view/the-beatles/good-day-sunshine","V/V-I/vi-V/V-I/vi-V","V/V-I/vi-V/V-I/vi-V7","good day sunshine","The Beatles","Revolver","1966-08-05",1966,"Late"
"The Beatles","Only a Northern Song","Verse","Amaj",98,"A-bm-E7-D-D","http://www.hooktheory.com/theorytab/view/the-beatles/only-a-northern-song","I-ii-V-IV-IV","I-ii-V7-IV-IV","only a northern song","The Beatles","Yellow Submarine","1969-01-17",1969,"Late"
"The Beatles","Only a Northern Song","Chorus","Amaj",96,"E-bm7-G-C#7-F#7-bm-F#7-D-A-E-E","http://www.hooktheory.com/theorytab/view/the-beatles/only-a-northern-song","V-ii-IV/IV-V/vi-V/ii-ii-V/ii-IV-I-V-V","V-ii7-IV/IV-V7/vi-V7/ii-ii-V7/ii-IV-I-V-V","only a northern song","The Beatles","Yellow Submarine","1969-01-17",1969,"Late"
"The Beatles","Sexy Sadie","Verse","Gmaj",153,"G-F#-bm-C-D-G-F#-C-D-G-F#-F-D","http://www.hooktheory.com/theorytab/view/the-beatles/sexy-sadie","I-V/iii-iii-IV-V-I-V/iii-IV-V-I-V/iii-IV/IV-V","I-V/iii-iii-IV-V-I-V/iii-IV-V-I-V/iii-IV/IV-V","sexy sadie","The Beatles","White Album","1968-11-22",1968,"Late"
"The Beatles","I'm So Tired","Verse","Amaj",136,"A-G#-D-E-A-f#m-D-E-A-am-f#m-dm-A-G#-D-E-A-f#m-D-E-A-am-f#m7-dm7-dm6-dm","http://www.hooktheory.com/theorytab/view/the-beatles/im-so-tired","I-V/iii-IV-V-I-vi-IV-V-I-i/(min)-vi-iv/(min)-I-V/iii-IV-V-I-vi-IV-V-I-i/(min)-vi-iv/(min)-iv/(min)-iv/(min)","I-V/iii-IV-V-I-vi-IV-V-I-i/(min)-vi-iv/(min)-I-V/iii-IV-V-I-vi-IV-V-I-i/(min)-vi7-iv7/(min)-iv6/(min)-iv/(min)","i'm so tired","The Beatles","White Album","1968-11-22",1968,"Late"
"The Beatles","I'm So Tired","Chorus","Amaj",128,"A-E7-D-A","http://www.hooktheory.com/theorytab/view/the-beatles/im-so-tired","I-V-IV-I","I-V7-IV-I","i'm so tired","The Beatles","White Album","1968-11-22",1968,"Late"
"The Beatles","Elenor Rigby","Verse","Edor",136,"em-em-em-C-C-em","http://www.hooktheory.com/theorytab/view/the-beatles/elenor-rigby","i-i-i-bVI/(min)-bVI/(min)-i","i-i-i-bVI/(min)-bVI/(min)-i","elenor rigby","The Beatles","Revolver","1966-08-05",1966,"Late"
"The Beatles","Glass Onion","Verse","Cmaj",120,"am-F7-am-F7-am-gm7-C7-gm7-C7-F7-D7-F7-D7-F-G","http://www.hooktheory.com/theorytab/view/the-beatles/glass-onion","vi-IV/(dor)-vi-IV/(dor)-vi-v/(min)-V/IV-v/(min)-V/IV-IV/(dor)-V/V-IV/(dor)-V/V-IV-V","vi-IV7/(dor)-vi-IV7/(dor)-vi-v7/(min)-V7/IV-v7/(min)-V7/IV-IV7/(dor)-V7/V-IV7/(dor)-V7/V-IV-V","glass onion","The Beatles","White Album","1968-11-22",1968,"Late"
"The Beatles","Glass Onion","Bridge","Amin",120,"am-dm7-D7-am7","http://www.hooktheory.com/theorytab/view/the-beatles/glass-onion","i-iv-vii/V-i","i-iv7-vii7/V-i7","glass onion","The Beatles","White Album","1968-11-22",1968,"Late"
"The Beatles","Maxwell's Silver Hammer","Verse","Dmaj",132,"D-B7-em-em-A7-A7-D-A7","http://www.hooktheory.com/theorytab/view/the-beatles/maxwells-silver-hammer","I-V/ii-ii-ii-V-V-I-V","I-V7/ii-ii-ii-V7-V7-I-V7","maxwell's silver hammer","The Beatles","Abbey Road","1969-09-26",1969,"Late"
"The Beatles","Two Of Us","Verse","Gmaj",115,"G-C-am-G-C-am-G-D-C-G-D-C-G-C-G","http://www.hooktheory.com/theorytab/view/the-beatles/two-of-us","I-IV-ii-I-IV-ii-I-V-IV-I-V-IV-I-IV-I","I-IV-ii-I-IV-ii-I-V-IV-I-V-IV-I-IV-I","two of us","The Beatles","Let It Be","1970-05-08",1970,"Late"
"The Beatles","Two Of Us","Bridge","Gmin",109,"Bb-dm-gm-am-D7","http://www.hooktheory.com/theorytab/view/the-beatles/two-of-us","III-v-i-ii/(maj)-V/(maj)","III-v-i-ii/(maj)-V7/(maj)","two of us","The Beatles","Let It Be","1970-05-08",1970,"Late"
"The Beatles","Julia","Verse","Dmaj",66,"D-bm7-f#m-D-bm7-f#m-A","http://www.hooktheory.com/theorytab/view/the-beatles/julia","I-vi-iii-I-vi-iii-V","I-vi7-iii-I-vi7-iii-V","julia","The Beatles","White Album","1968-11-22",1968,"Late"
"The Beatles","It Won't Be Long","Verse","Emaj",136,"E-C-E-E-C-E-E","http://www.hooktheory.com/theorytab/view/the-beatles/it-wont-be-long","I-bVI/(min)-I-I-bVI/(min)-I-I","I-bVI/(min)-I-I-bVI/(min)-I-I","it won't be long","The Beatles","With the Beatles","1963-11-22",1963,"Early"
"The Beatles","It Won't Be Long","Verse","Emaj",136,"E-C-E-E-C-E-E","http://www.hooktheory.com/theorytab/view/the-beatles/it-wont-be-long","I-bVI/(min)-I-I-bVI/(min)-I-I","I-bVI/(min)-I-I-bVI/(min)-I-I","it won't be long","The Beatles","Meet the Beatles","1964-01-20",1964,"Early"
"The Beatles","It Won't Be Long","Chorus","Emaj",128,"c#m-c#m-E-E-c#m-A-a#o-E-E","http://www.hooktheory.com/theorytab/view/the-beatles/it-wont-be-long","vi-vi-I-I-vi-IV-vii/V-I-I","vi-vi-I-I-vi-IV-viio/V-I-I","it won't be long","The Beatles","With the Beatles","1963-11-22",1963,"Early"
"The Beatles","It Won't Be Long","Chorus","Emaj",128,"c#m-c#m-E-E-c#m-A-a#o-E-E","http://www.hooktheory.com/theorytab/view/the-beatles/it-wont-be-long","vi-vi-I-I-vi-IV-vii/V-I-I","vi-vi-I-I-vi-IV-viio/V-I-I","it won't be long","The Beatles","Meet the Beatles","1964-01-20",1964,"Early"
"The Beatles","Paperback Writer","Intro","Gmaj",128,"G-G-G-C-G","http://www.hooktheory.com/theorytab/view/the-beatles/paperback-writer","I-I-I-IV-I","I-I-I-IV-I","paperback writer","The Beatles",NA,NA,1966,"Early"
"The Beatles","Good Night","Intro","Gmaj",65,"G-bm-am7-D7sus4-D7-G-bm-am7-am-bm-am7-C-D7-D7-G-bm-am7-bm-am7-C-D7-D7","http://www.hooktheory.com/theorytab/view/the-beatles/good-night","I-iii-ii-V-V-I-iii-ii-ii-iii-ii-IV-V-V-I-iii-ii-iii-ii-IV-V-V","I-iii-ii7-V7sus4-V7-I-iii-ii7-ii-iii-ii7-IV-V7-V7-I-iii-ii7-iii-ii7-IV-V7-V7","good night","The Beatles","White Album","1968-11-22",1968,"Late"
"The Beatles","Good Night","Chorus","Gmaj",65,"Gmaj7-Csus#4-Gmaj7-Csus#4-G-C-G-C","http://www.hooktheory.com/theorytab/view/the-beatles/good-night","I-IV-I-IV-I-IV-I-IV","Imaj7-IVsus#4-Imaj7-IVsus#4-I-IV-I-IV","good night","The Beatles","White Album","1968-11-22",1968,"Late"
"The Beatles","Good Night","Bridge","Gmaj",65,"G-am-A-dm-G-C-D-C-D","http://www.hooktheory.com/theorytab/view/the-beatles/good-night","I-ii-V/V-v/(min)-I-IV-V-IV-V","I-ii-V/V-v/(min)-I-IV-V-IV-V","good night","The Beatles","White Album","1968-11-22",1968,"Late"
"The Beatles","The Night Before","Intro","Dmaj",128,"D-D-F-F-G-G-A7-A7","http://www.hooktheory.com/theorytab/view/the-beatles/the-night-before","I-I-bIII/(min)-bIII/(min)-IV-IV-V-V","I-I-bIII/(min)-bIII/(min)-IV-IV-V7-V7","the night before","The Beatles","Help!","1965-08-06",1965,"Early"
"The Beatles","The Continuing Story of Bungalow Bill","Chorus","Amin",112,"C-G-C-fm-C-fm-G-A-E-A-dm-A-dm-E","http://www.hooktheory.com/theorytab/view/the-beatles/the-continuing-story-of-bungalow-bill","III-VII-III-vi/(bor)-III-vi/(bor)-VII-I/(maj)-V/(maj)-I/(maj)-iv-I/(maj)-iv-V/(maj)","III-VII-III-vi/(bor)-III-vi/(bor)-VII-I/(maj)-V/(maj)-I/(maj)-iv-I/(maj)-iv-V/(maj)","the continuing story of bungalow bill","The Beatles","White Album","1968-11-22",1968,"Late"
"The Beatles","The Ballad of John and Yoko","Verse","Emaj",136,"E-E-E-E-E7-E7-E7-E7","http://www.hooktheory.com/theorytab/view/the-beatles/the-ballad-of-john-and-yoko","I-I-I-I-V/IV-V/IV-V/IV-V/IV","I-I-I-I-V7/IV-V7/IV-V7/IV-V7/IV","the ballad of john and yoko","The Beatles",NA,NA,1969,"Late"
"The Beatles","I'm Happy Just To Dance With You","Intro","C#min",127,"c#m-f#m-G#7-c#m-f#m-G#7","http://www.hooktheory.com/theorytab/view/the-beatles/im-happy-just-to-dance-with-you","i-iv-V/(maj)-i-iv-V/(maj)","i-iv-V7/(maj)-i-iv-V7/(maj)","i'm happy just to dance with you","The Beatles","A Hard Days Night","1964-07-10",1964,"Early"
"The Beatles","I'm Happy Just To Dance With You","Verse","C#min",125,"c#m-f#m-G#7-A-B-E-B7","http://www.hooktheory.com/theorytab/view/the-beatles/im-happy-just-to-dance-with-you","i-iv-V/(maj)-VI-VII-III-VII","i-iv-V7/(maj)-VI-VII-III-VII7","i'm happy just to dance with you","The Beatles","A Hard Days Night","1964-07-10",1964,"Early"
"The Beatles","I've Just Seen A Face","Verse","Amaj",119,"A-f#m-D-E-A","http://www.hooktheory.com/theorytab/view/the-beatles/ive-just-seen-a-face","I-vi-IV-V-I","I-vi-IV-V-I","i've just seen a face","The Beatles","Help!","1965-08-06",1965,"Early"
"The Beatles","I've Just Seen A Face","Chorus","Amaj",119,"E7-D-A-D-A","http://www.hooktheory.com/theorytab/view/the-beatles/ive-just-seen-a-face","V-IV-I-IV-I","V7-IV-I-IV-I","i've just seen a face","The Beatles","Help!","1965-08-06",1965,"Early"
"The Beatles","Everybody's Got Something to Hide","Verse","Emix",118,"E-E-E-A-D-B-E-D-G-E-G-D","http://www.hooktheory.com/theorytab/view/the-beatles/everybodys-got-something-to-hide","I-I-I-IV-VII-V/(maj)-I-VII-bIII/(min)-I-bIII/(min)-VII","I-I-I-IV-VII-V/(maj)-I-VII-bIII/(min)-I-bIII/(min)-VII","everybody's got something to hide","The Beatles","White Album","1968-11-22",1968,"Late"
"The Beatles","Think For Yourself","Verse","Gmaj",128,"am-dm-Bb-C-G7-G7-am-dm-Bb-C-G7-am","http://www.hooktheory.com/theorytab/view/the-beatles/think-for-yourself","ii-v/(min)-bIII/(min)-IV-V/IV-V/IV-ii-v/(min)-bIII/(min)-IV-V/IV-ii","ii-v/(min)-bIII/(min)-IV-V7/IV-V7/IV-ii-v/(min)-bIII/(min)-IV-V7/IV-ii","think for yourself","The Beatles","Rubber Soul","1965-12-03",1965,"Early"
"The Beatles","Think For Yourself","Chorus","Gmaj",128,"C-C-G7-G7-Eb-D7-G7-G7-Eb-D7-C-G-G-G7-G","http://www.hooktheory.com/theorytab/view/the-beatles/think-for-yourself","IV-IV-V/IV-V/IV-bVI/(min)-V-V/IV-V/IV-bVI/(min)-V-IV-I-I-V/IV-I","IV-IV-V7/IV-V7/IV-bVI/(min)-V7-V7/IV-V7/IV-bVI/(min)-V7-IV-I-I-V7/IV-I","think for yourself","The Beatles","Rubber Soul","1965-12-03",1965,"Early"
"The Beatles","What You're Doing","Verse","Dmaj",128,"D-G-D-G-bm-G-G-D","http://www.hooktheory.com/theorytab/view/the-beatles/what-youre-doing","I-IV-I-IV-vi-IV-IV-I","I-IV-I-IV-vi-IV-IV-I","what you're doing","The Beatles","Beatles For Sale","1964-12-04",1964,"Early"
"The Beatles","What You're Doing","Bridge","Dmaj",128,"G-bm-G-bm-em-em-A-A","http://www.hooktheory.com/theorytab/view/the-beatles/what-youre-doing","IV-vi-IV-vi-ii-ii-V-V","IV-vi-IV-vi-ii-ii-V-V","what you're doing","The Beatles","Beatles For Sale","1964-12-04",1964,"Early"
"The Beatles","Sgt Pepper's Lonely Hearts Club Band","Intro","Gmaj",95,"A7-C-G","http://www.hooktheory.com/theorytab/view/the-beatles/sgt-peppers-lonely-hearts-club-band","V/V-IV-I","V7/V-IV-I","sgt pepper's lonely hearts club band","The Beatles","Sgt. Peppers Lonely Hearts Club Band","1967-05-26",1967,"Late"
"The Beatles","Sgt Pepper's Lonely Hearts Club Band","Verse","Gmaj",91,"G-A7-C-G-G-A7-C-G-A7-C7-G-G-C-c#o-G-G","http://www.hooktheory.com/theorytab/view/the-beatles/sgt-peppers-lonely-hearts-club-band","I-V/V-IV-I-I-V/V-IV-I-V/V-IV/(dor)-I-I-IV-vii/V-I-I","I-V7/V-IV-I-I-V7/V-IV-I-V7/V-IV7/(dor)-I-I-IV-viio/V-I-I","sgt pepper's lonely hearts club band","The Beatles","Sgt. Peppers Lonely Hearts Club Band","1967-05-26",1967,"Late"
"The Beatles","If I Needed Someone","Intro","Amix",128,"A-A","http://www.hooktheory.com/theorytab/view/the-beatles/if-i-needed-someone","I-I","I-I","if i needed someone","The Beatles","Rubber Soul","1965-12-03",1965,"Early"
"The Beatles","If I Needed Someone","Verse","Amix",128,"A-G-A","http://www.hooktheory.com/theorytab/view/the-beatles/if-i-needed-someone","I-VII-I","I-VII-I","if i needed someone","The Beatles","Rubber Soul","1965-12-03",1965,"Early"
"The Beatles","If I Needed Someone","Chorus","Bmin",128,"em-F#-D-f#m-bm-em-F#-bm-E","http://www.hooktheory.com/theorytab/view/the-beatles/if-i-needed-someone","iv-V/(maj)-III-v-i-iv-V/(maj)-i-IV/(maj)","iv-V/(maj)-III-v-i-iv-V/(maj)-i-IV/(maj)","if i needed someone","The Beatles","Rubber Soul","1965-12-03",1965,"Early"
"The Beatles","Please Please Me","Verse","Emaj",140,"E-E-A-E-E-G-A-B-E-E-A-E-E-A-f#m-c#m-A-E-A-B7-E-E-B","http://www.hooktheory.com/theorytab/view/the-beatles/please-please-me","I-I-IV-I-I-bIII/(min)-IV-V-I-I-IV-I-I-IV-ii-vi-IV-I-IV-V-I-I-V","I-I-IV-I-I-bIII/(min)-IV-V-I-I-IV-I-I-IV-ii-vi-IV-I-IV-V7-I-I-V","please please me","The Beatles","Please Please Me","1963-03-22",1963,"Early"
"The Beatles","Please Please Me","Bridge","Emaj",140,"A-B-E-E-E7-A-B-E-A-B-E-A-B","http://www.hooktheory.com/theorytab/view/the-beatles/please-please-me","IV-V-I-I-V/IV-IV-V-I-IV-V-I-IV-V","IV-V-I-I-V7/IV-IV-V-I-IV-V-I-IV-V","please please me","The Beatles","Please Please Me","1963-03-22",1963,"Early"
