"artist","song","song_parts","key","bpm","chords","link","roman","roman_features","song_join_code","artist_name","album_name","album_release_date","year","phase"
"The Beatles","All Together Now","Chorus","Gmaj",90,"G-G-D7-G-G-G-D7-G","http://www.hooktheory.com/theorytab/view/the-beatles/all-together-now","I-I-V-I-I-I-V-I","I-I-V7-I-I-I-V7-I","all together now","The Beatles","Yellow Submarine","1969-01-17",1969,"Late"
"The Beatles","Octopus's Garden","Intro","Emaj",185,"B-E-E-B-d#m(b5)-B-E-E-c#m-c#m-A-A-B-d#m(b5)-B-B-E-E-E-E-c#m-c#m-c#m-c#m-A-A-A-A-B-B-d#m(b5)-B-B","http://www.hooktheory.com/theorytab/view/the-beatles/octopuss-garden","V-I-I-V-vii-V-I-I-vi-vi-IV-IV-V-vii-V-V-I-I-I-I-vi-vi-vi-vi-IV-IV-IV-IV-V-V-vii-V-V","V-I-I-V-vii(b5)-V-I-I-vi-vi-IV-IV-V-vii(b5)-V-V-I-I-I-I-vi-vi-vi-vi-IV-IV-IV-IV-V-V-vii(b5)-V-V","octopus's garden","The Beatles","Abbey Road","1969-09-26",1969,"Late"
"The Beatles","Octopus's Garden","Verse","Emaj",91,"E-E-E-E-c#m-c#m-c#m-c#m-A-A-A-A-A-B-B-B-B","http://www.hooktheory.com/theorytab/view/the-beatles/octopuss-garden","I-I-I-I-vi-vi-vi-vi-IV-IV-IV-IV-IV-V-V-V-V","I-I-I-I-vi-vi-vi-vi-IV-IV-IV-IV-IV-V-V-V-V","octopus's garden","The Beatles","Abbey Road","1969-09-26",1969,"Late"
"The Beatles","Octopus's Garden","Pre-Chorus","Emaj",92,"c#m-c#m-c#m-B-A-B-B-B-B-B-E-E-E-E-c#m-c#m-c#m-c#m-A-A-B-B-E-E-E-E","http://www.hooktheory.com/theorytab/view/the-beatles/octopuss-garden","vi-vi-vi-V-IV-V-V-V-V-V-I-I-I-I-vi-vi-vi-vi-IV-IV-V-V-I-I-I-I","vi-vi-vi-V-IV-V-V-V-V-V-I-I-I-I-vi-vi-vi-vi-IV-IV-V-V-I-I-I-I","octopus's garden","The Beatles","Abbey Road","1969-09-26",1969,"Late"
"The Beatles","Eight Days a Week","Verse","Dmaj",138,"D-E7-G-D-D-E7-G-D-bm-G6-bm-E7-D-E7-G-D","http://www.hooktheory.com/theorytab/view/the-beatles/eight-days-a-week","I-V/V-IV-I-I-V/V-IV-I-vi-IV-vi-V/V-I-V/V-IV-I","I-V7/V-IV-I-I-V7/V-IV-I-vi-IV6-vi-V7/V-I-V7/V-IV-I","eight days a week","The Beatles","Beatles For Sale","1964-12-04",1964,"Early"
"The Beatles","Back In The USSR","Intro","Amaj",143,"E-E7-E7","http://www.hooktheory.com/theorytab/view/the-beatles/back-in-the-ussr","V-V-V","V-V7-V7","back in the ussr","The Beatles","White Album","1968-11-22",1968,"Late"
"The Beatles","Back In The USSR","Verse","Amaj",143,"A-D-C-D-A-D-C-D","http://www.hooktheory.com/theorytab/view/the-beatles/back-in-the-ussr","I-IV-bIII/(min)-IV-I-IV-bIII/(min)-IV","I-IV-bIII/(min)-IV-I-IV-bIII/(min)-IV","back in the ussr","The Beatles","White Album","1968-11-22",1968,"Late"
"The Beatles","Back In The USSR","Chorus","Amaj",143,"A-C-D-D-A-A-D-d#o-E","http://www.hooktheory.com/theorytab/view/the-beatles/back-in-the-ussr","I-bIII/(min)-IV-IV-I-I-IV-vii/V-V","I-bIII/(min)-IV-IV-I-I-IV-viio/V-V","back in the ussr","The Beatles","White Album","1968-11-22",1968,"Late"
"The Beatles","Back In The USSR","Bridge","Amaj",143,"D-A-D-D-D7-B-E-D-A-A-D-d#o-E","http://www.hooktheory.com/theorytab/view/the-beatles/back-in-the-ussr","IV-I-IV-IV-IV/(dor)-V/V-V-IV-I-I-IV-vii/V-V","IV-I-IV-IV-IV7/(dor)-V/V-V-IV-I-I-IV-viio/V-V","back in the ussr","The Beatles","White Album","1968-11-22",1968,"Late"
"The Beatles","Lady Madonna","Verse","Amaj",220,"A-D-A-D-A-D-F-G-A","http://www.hooktheory.com/theorytab/view/the-beatles/lady-madonna","I-IV-I-IV-I-IV-bVI/(min)-IV/IV-I","I-IV-I-IV-I-IV-bVI/(min)-IV/IV-I","lady madonna","The Beatles","White Album","1968-11-22",1968,"Late"
"The Beatles","Lady Madonna","Bridge","Cmaj",219,"dm-G-C-am-dm-G-C-bm7(b5)-Esus4-E","http://www.hooktheory.com/theorytab/view/the-beatles/lady-madonna","ii-V-I-vi-ii-V-I-vii-V/vi-V/vi","ii-V-I-vi-ii-V-I-vii7(b5)-Vsus4/vi-V/vi","lady madonna","The Beatles","White Album","1968-11-22",1968,"Late"
"The Beatles","Mean Mr Mustard","Verse","Emaj",99,"E-B-B-C-C#-D-D-C#-C-B-B-E-C-B-E-C-B","http://www.hooktheory.com/theorytab/view/the-beatles/mean-mr-mustard","I-V-V-bVI/(min)-bVI/(min)-IV/IV-IV/IV-bVI/(min)-bVI/(min)-V-V-I-bVI/(min)-V-I-bVI/(min)-V","I-V-V-bVI/(min)-bVI/(min)-IV/IV-IV/IV-bVI/(min)-bVI/(min)-V-V-I-bVI/(min)-V-I-bVI/(min)-V","mean mr mustard","The Beatles","Abbey Road","1969-09-26",1969,"Late"
"The Beatles","You've Got To Hide Your Love Away","Verse","Gmaj",91,"G-Dsus4-F(add9)-G-C-C-F(add9)-C-G-Dsus4-F(add9)-G-C-C-F(add9)-C-D-D","http://www.hooktheory.com/theorytab/view/the-beatles/youve-got-to-hide-your-love-away","I-V-IV/IV-I-IV-IV-IV/IV-IV-I-V-IV/IV-I-IV-IV-IV/IV-IV-V-V","I-Vsus4-IV(add9)/IV-I-IV-IV-IV(add9)/IV-IV-I-Vsus4-IV(add9)/IV-I-IV-IV-IV(add9)/IV-IV-V-V","you've got to hide your love away","The Beatles","Help!","1965-08-06",1965,"Early"
"The Beatles","If I Fell","Intro","Dbmaj",105,"ebm-D-Db-bbm-ebm-D-Am7-A","http://www.hooktheory.com/theorytab/view/the-beatles/if-i-fell","ii-bII/(loc)-I-vi-ii-bII/(loc)-bVI/(min)-bVI/(min)","ii-bII/(loc)-I-vi-ii-bII/(loc)-bVIm7/(min)-bVI/(min)","if i fell","The Beatles","A Hard Days Night","1964-07-10",1964,"Early"
"The Beatles","If I Fell","Verse","Dmaj",107,"D-em-f#m-em7-A7","http://www.hooktheory.com/theorytab/view/the-beatles/if-i-fell","I-ii-iii-ii-V","I-ii-iii-ii7-V7","if i fell","The Beatles","A Hard Days Night","1964-07-10",1964,"Early"
"The Beatles","If I Fell","Verse","Dmaj",110,"D-em-f#m-em-A-D-em-f#m-em-A-D-gm-A-D-em-f#m-em-A-D-em-f#m-em-A","http://www.hooktheory.com/theorytab/view/the-beatles/if-i-fell","I-ii-iii-ii-V-I-ii-iii-ii-V-I-iv/(min)-V-I-ii-iii-ii-V-I-ii-iii-ii-V","I-ii-iii-ii-V-I-ii-iii-ii-V-I-iv/(min)-V-I-ii-iii-ii-V-I-ii-iii-ii-V","if i fell","The Beatles","A Hard Days Night","1964-07-10",1964,"Early"
"The Beatles","For You Blue","Chorus","Dmaj",127,"D-G-D-D-G-G-D-D-A7-G-D-A7","http://www.hooktheory.com/theorytab/view/the-beatles/for-you-blue","I-IV-I-I-IV-IV-I-I-V-IV-I-V","I-IV-I-I-IV-IV-I-I-V7-IV-I-V7","for you blue","The Beatles","Let It Be","1970-05-08",1970,"Late"
"The Beatles","Norwegian Wood","Intro","Emix",192,"E-bm7-A-E-E-bm7-A-E","http://www.hooktheory.com/theorytab/view/the-beatles/norwegian-wood","I-v-IV-I-I-v-IV-I","I-v7-IV-I-I-v7-IV-I","norwegian wood","The Beatles","Rubber Soul","1965-12-03",1965,"Early"
"The Beatles","Norwegian Wood","Chorus","Edor",92,"em-A-em-f#m7-B","http://www.hooktheory.com/theorytab/view/the-beatles/norwegian-wood","i-IV-i-ii-I/v(maj)","i-IV-i-ii7-I/v(maj)","norwegian wood","The Beatles","Rubber Soul","1965-12-03",1965,"Early"
"The Beatles","Hello Goodbye","Verse","Cmaj",100,"F6-C-G7-am-G7-am-G7-C-G7-F-C","http://www.hooktheory.com/theorytab/view/the-beatles/hello-goodbye","IV-I-V-vi-V-vi-V-I-V-IV-I","IV6-I-V7-vi-V7-vi-V7-I-V7-IV-I","hello goodbye","The Beatles","Magical Mystery Tour","1967-11-27",1967,"Late"
"The Beatles","Hello Goodbye","Chorus","Cmaj",101,"C-C-am7-am-F-Ab-C-C-am7-am-F-Bb7-C","http://www.hooktheory.com/theorytab/view/the-beatles/hello-goodbye","I-I-vi-vi-IV-bVI/(min)-I-I-vi-vi-IV-V/iii-I","I-I-vi7-vi-IV-bVI/(min)-I-I-vi7-vi-IV-V7/iii-I","hello goodbye","The Beatles","Magical Mystery Tour","1967-11-27",1967,"Late"
"The Beatles","Day Tripper","Verse","Emix",138,"E-E-A-E","http://www.hooktheory.com/theorytab/view/the-beatles/day-tripper","I-I-IV-I","I-I-IV-I","day tripper","The Beatles",NA,NA,1965,"Early"
"The Beatles","Day Tripper","Chorus","Emaj",136,"F#7-A-G#7-C#-B","http://www.hooktheory.com/theorytab/view/the-beatles/day-tripper","V/V-IV-V/vi-I/vi-V","V7/V-IV-V7/vi-I/vi-V","day tripper","The Beatles",NA,NA,1965,"Early"
"The Beatles","Here There And Everywhere","Verse","Gmaj",84,"G-am-bm-C-G-am-bm-C-f#m7-B7-f#m7-B7-em-am-am7-D7","http://www.hooktheory.com/theorytab/view/the-beatles/here-there-and-everywhere","I-ii-iii-IV-I-ii-iii-IV-vii/(lyd)-V/vi-vii/(lyd)-V/vi-vi-ii-ii-V","I-ii-iii-IV-I-ii-iii-IV-vii7/(lyd)-V7/vi-vii7/(lyd)-V7/vi-vi-ii-ii7-V7","here there and everywhere","The Beatles","Revolver","1966-08-05",1966,"Late"
"The Beatles","Here There And Everywhere","Bridge","Gmaj",82,"am7-D7-F7-Bb-gm-cm-D7-gm-cm-D7-G-am","http://www.hooktheory.com/theorytab/view/the-beatles/here-there-and-everywhere","ii-V-bVII/(min)-bIII/(min)-i/(min)-iv/(min)-V-i/(min)-iv/(min)-V-I-ii","ii7-V7-bVII7/(min)-bIII/(min)-i/(min)-iv/(min)-V7-i/(min)-iv/(min)-V7-I-ii","here there and everywhere","The Beatles","Revolver","1966-08-05",1966,"Late"
"The Beatles","Twist And Shout","Chorus","Dmaj",124,"A-A-A-A7-A7-A7-D-G-A-A7-D-G-A-A7-D-G-A-A7-D-G-A-A7","http://www.hooktheory.com/theorytab/view/the-beatles/twist-and-shout","V-V-V-V-V-V-I-IV-V-V-I-IV-V-V-I-IV-V-V-I-IV-V-V","V-V-V-V7-V7-V7-I-IV-V-V7-I-IV-V-V7-I-IV-V-V7-I-IV-V-V7","twist and shout","The Beatles","Please Please Me","1963-03-22",1963,"Early"
"The Beatles","Strawberry Fields Forever","Intro","Amaj",92,"E-E-g#m-g#m-g#o-g#o-D-do-D-D-E-E-D-A-A-A-A-A-A-A-A-A-A-em-em-em-em-em-em-em-em-F#-F#-F#-F#-F#-F#-F#-F#-D-D-F#-F#-F#-F#-F#-D-D-A","http://www.hooktheory.com/theorytab/view/the-beatles/strawberry-fields-forever","V-V-vii/(lyd)-vii/(lyd)-vii-vii-IV-iv/(lyd)-IV-IV-V-V-IV-I-I-I-I-I-I-I-I-I-I-v/(min)-v/(min)-v/(min)-v/(min)-v/(min)-v/(min)-v/(min)-v/(min)-I/vi-I/vi-I/vi-I/vi-I/vi-I/vi-I/vi-I/vi-IV-IV-I/vi-I/vi-I/vi-I/vi-I/vi-IV-IV-I","V-V-vii/(lyd)-vii/(lyd)-viio-viio-IV-ivo/(lyd)-IV-IV-V-V-IV-I-I-I-I-I-I-I-I-I-I-v/(min)-v/(min)-v/(min)-v/(min)-v/(min)-v/(min)-v/(min)-v/(min)-I/vi-I/vi-I/vi-I/vi-I/vi-I/vi-I/vi-I/vi-IV-IV-I/vi-I/vi-I/vi-I/vi-I/vi-IV-IV-I","strawberry fields forever","The Beatles","Magical Mystery Tour","1967-11-27",1967,"Late"
"The Beatles","Strawberry Fields Forever","Intro","Amaj",92,"E-E-g#m-g#m-g#o-g#o-D-do-D-D-E-E-D-A-A-A-A-A-A-A-A-A-A-em-em-em-em-em-em-em-em-F#-F#-F#-F#-F#-F#-F#-F#-D-D-F#-F#-F#-F#-F#-D-D-A","http://www.hooktheory.com/theorytab/view/the-beatles/strawberry-fields-forever","V-V-vii/(lyd)-vii/(lyd)-vii-vii-IV-iv/(lyd)-IV-IV-V-V-IV-I-I-I-I-I-I-I-I-I-I-v/(min)-v/(min)-v/(min)-v/(min)-v/(min)-v/(min)-v/(min)-v/(min)-I/vi-I/vi-I/vi-I/vi-I/vi-I/vi-I/vi-I/vi-IV-IV-I/vi-I/vi-I/vi-I/vi-I/vi-IV-IV-I","V-V-vii/(lyd)-vii/(lyd)-viio-viio-IV-ivo/(lyd)-IV-IV-V-V-IV-I-I-I-I-I-I-I-I-I-I-v/(min)-v/(min)-v/(min)-v/(min)-v/(min)-v/(min)-v/(min)-v/(min)-I/vi-I/vi-I/vi-I/vi-I/vi-I/vi-I/vi-I/vi-IV-IV-I/vi-I/vi-I/vi-I/vi-I/vi-IV-IV-I","strawberry fields forever","The Beatles","Sgt. Peppers Lonely Hearts Club Band","1967-05-26",1967,"Late"
"The Beatles","Strawberry Fields Forever","Intro","Amaj",92,"E-E-g#m-g#m-g#o-g#o-D-do-D-D-E-E-D-A-A-A-A-A-A-A-A-A-A-em-em-em-em-em-em-em-em-F#-F#-F#-F#-F#-F#-F#-F#-D-D-F#-F#-F#-F#-F#-D-D-A","http://www.hooktheory.com/theorytab/view/the-beatles/strawberry-fields-forever","V-V-vii/(lyd)-vii/(lyd)-vii-vii-IV-iv/(lyd)-IV-IV-V-V-IV-I-I-I-I-I-I-I-I-I-I-v/(min)-v/(min)-v/(min)-v/(min)-v/(min)-v/(min)-v/(min)-v/(min)-I/vi-I/vi-I/vi-I/vi-I/vi-I/vi-I/vi-I/vi-IV-IV-I/vi-I/vi-I/vi-I/vi-I/vi-IV-IV-I","V-V-vii/(lyd)-vii/(lyd)-viio-viio-IV-ivo/(lyd)-IV-IV-V-V-IV-I-I-I-I-I-I-I-I-I-I-v/(min)-v/(min)-v/(min)-v/(min)-v/(min)-v/(min)-v/(min)-v/(min)-I/vi-I/vi-I/vi-I/vi-I/vi-I/vi-I/vi-I/vi-IV-IV-I/vi-I/vi-I/vi-I/vi-I/vi-IV-IV-I","strawberry fields forever","The Beatles","Sgt. Peppers Lonely Hearts Club Band","1967-05-26",1967,"Late"
"The Beatles","Strawberry Fields Forever","Intro","Amaj",92,"E-E-g#m-g#m-g#o-g#o-D-do-D-D-E-E-D-A-A-A-A-A-A-A-A-A-A-em-em-em-em-em-em-em-em-F#-F#-F#-F#-F#-F#-F#-F#-D-D-F#-F#-F#-F#-F#-D-D-A","http://www.hooktheory.com/theorytab/view/the-beatles/strawberry-fields-forever","V-V-vii/(lyd)-vii/(lyd)-vii-vii-IV-iv/(lyd)-IV-IV-V-V-IV-I-I-I-I-I-I-I-I-I-I-v/(min)-v/(min)-v/(min)-v/(min)-v/(min)-v/(min)-v/(min)-v/(min)-I/vi-I/vi-I/vi-I/vi-I/vi-I/vi-I/vi-I/vi-IV-IV-I/vi-I/vi-I/vi-I/vi-I/vi-IV-IV-I","V-V-vii/(lyd)-vii/(lyd)-viio-viio-IV-ivo/(lyd)-IV-IV-V-V-IV-I-I-I-I-I-I-I-I-I-I-v/(min)-v/(min)-v/(min)-v/(min)-v/(min)-v/(min)-v/(min)-v/(min)-I/vi-I/vi-I/vi-I/vi-I/vi-I/vi-I/vi-I/vi-IV-IV-I/vi-I/vi-I/vi-I/vi-I/vi-IV-IV-I","strawberry fields forever","The Beatles","Sgt. Peppers Lonely Hearts Club Band","1967-05-26",1967,"Late"
"The Beatles","Strawberry Fields Forever","Intro","Amaj",92,"E-E-g#m-g#m-g#o-g#o-D-do-D-D-E-E-D-A-A-A-A-A-A-A-A-A-A-em-em-em-em-em-em-em-em-F#-F#-F#-F#-F#-F#-F#-F#-D-D-F#-F#-F#-F#-F#-D-D-A","http://www.hooktheory.com/theorytab/view/the-beatles/strawberry-fields-forever","V-V-vii/(lyd)-vii/(lyd)-vii-vii-IV-iv/(lyd)-IV-IV-V-V-IV-I-I-I-I-I-I-I-I-I-I-v/(min)-v/(min)-v/(min)-v/(min)-v/(min)-v/(min)-v/(min)-v/(min)-I/vi-I/vi-I/vi-I/vi-I/vi-I/vi-I/vi-I/vi-IV-IV-I/vi-I/vi-I/vi-I/vi-I/vi-IV-IV-I","V-V-vii/(lyd)-vii/(lyd)-viio-viio-IV-ivo/(lyd)-IV-IV-V-V-IV-I-I-I-I-I-I-I-I-I-I-v/(min)-v/(min)-v/(min)-v/(min)-v/(min)-v/(min)-v/(min)-v/(min)-I/vi-I/vi-I/vi-I/vi-I/vi-I/vi-I/vi-I/vi-IV-IV-I/vi-I/vi-I/vi-I/vi-I/vi-IV-IV-I","strawberry fields forever","The Beatles","Sgt. Peppers Lonely Hearts Club Band","1967-05-26",1967,"Late"
"The Beatles","Strawberry Fields Forever","Intro","Amaj",92,"E-E-g#m-g#m-g#o-g#o-D-do-D-D-E-E-D-A-A-A-A-A-A-A-A-A-A-em-em-em-em-em-em-em-em-F#-F#-F#-F#-F#-F#-F#-F#-D-D-F#-F#-F#-F#-F#-D-D-A","http://www.hooktheory.com/theorytab/view/the-beatles/strawberry-fields-forever","V-V-vii/(lyd)-vii/(lyd)-vii-vii-IV-iv/(lyd)-IV-IV-V-V-IV-I-I-I-I-I-I-I-I-I-I-v/(min)-v/(min)-v/(min)-v/(min)-v/(min)-v/(min)-v/(min)-v/(min)-I/vi-I/vi-I/vi-I/vi-I/vi-I/vi-I/vi-I/vi-IV-IV-I/vi-I/vi-I/vi-I/vi-I/vi-IV-IV-I","V-V-vii/(lyd)-vii/(lyd)-viio-viio-IV-ivo/(lyd)-IV-IV-V-V-IV-I-I-I-I-I-I-I-I-I-I-v/(min)-v/(min)-v/(min)-v/(min)-v/(min)-v/(min)-v/(min)-v/(min)-I/vi-I/vi-I/vi-I/vi-I/vi-I/vi-I/vi-I/vi-IV-IV-I/vi-I/vi-I/vi-I/vi-I/vi-IV-IV-I","strawberry fields forever","The Beatles","Sgt. Peppers Lonely Hearts Club Band","1967-05-26",1967,"Late"
"Beatles","Something","Verse","Cmaj",64,"F-Eb-G7-C-Cmaj7-C7-F-C-D7-G-am7-G-am-E-am-D(add9)-F-Eb-G","http://www.hooktheory.com/theorytab/view/beatles/something","IV-bIII/(min)-V-I-I-V/IV-IV-I-V/V-V-vi-V-vi-V/vi-vi-V/V-IV-bIII/(min)-V","IV-bIII/(min)-V7-I-Imaj7-V7/IV-IV-I-V7/V-V-vi7-V-vi-V/vi-vi-V(add9)/V-IV-bIII/(min)-V","something","The Beatles","Abbey Road","1969-09-26",1969,"Late"
"Beatles","Something","Bridge","Amaj",143,"A-c#m-f#m-E-D-D-G-A-c#m-G-f#m-F-E-A-c#m-f#m-f#m-E-D-G-C-C-am-G-em-dm","http://www.hooktheory.com/theorytab/view/beatles/something","I-iii-vi-V-IV-IV-IV/IV-I-iii-IV/IV-vi-bVI/(min)-V-I-iii-vi-vi-V-IV-IV/IV-bIII/(min)-bIII/(min)-i/(min)-IV/IV-v/(min)-iv/(min)","I-iii-vi-V-IV-IV-IV/IV-I-iii-IV/IV-vi-bVI/(min)-V-I-iii-vi-vi-V-IV-IV/IV-bIII/(min)-bIII/(min)-i/(min)-IV/IV-v/(min)-iv/(min)","something","The Beatles","Abbey Road","1969-09-26",1969,"Late"
"The Beatles","Honey Pie","Verse","Gmaj",141,"G-Eb-E-A-D-G-Eb-D","http://www.hooktheory.com/theorytab/view/the-beatles/honey-pie","I-bVI/(min)-I/vi-V/V-V-I-bVI/(min)-V","I-bVI/(min)-I/vi-V/V-V-I-bVI/(min)-V","honey pie","The Beatles","White Album","1968-11-22",1968,"Late"
"The Beatles","Honey Pie","Bridge","Gmaj",141,"em-A-G-C-E-am-D","http://www.hooktheory.com/theorytab/view/the-beatles/honey-pie","vi-V/V-I-IV-I/vi-ii-V","vi-V/V-I-IV-I/vi-ii-V","honey pie","The Beatles","White Album","1968-11-22",1968,"Late"
"The Beatles","Things We Said Today","Verse","Amin",139,"am-em-am-em-am-em-am-em-am-em-am-em-am-em-am-em","http://www.hooktheory.com/theorytab/view/the-beatles/things-we-said-today","i-v-i-v-i-v-i-v-i-v-i-v-i-v-i-v","i-v-i-v-i-v-i-v-i-v-i-v-i-v-i-v","things we said today","The Beatles","A Hard Days Night","1964-07-10",1964,"Early"
"The Beatles","Things We Said Today","Pre-Chorus","Amin",140,"C-C9-F-Bb-am-em-am-em-am-em-am","http://www.hooktheory.com/theorytab/view/the-beatles/things-we-said-today","III-V/VI(maj)-VI-II/(lydian)-i-v-i-v-i-v-i","III-V9/VI(maj)-VI-II/(lydian)-i-v-i-v-i-v-i","things we said today","The Beatles","A Hard Days Night","1964-07-10",1964,"Early"
"The Beatles","Things We Said Today","Chorus","Amaj",138,"A-D-B-E7-A-D-B-Bb","http://www.hooktheory.com/theorytab/view/the-beatles/things-we-said-today","I-IV-V/V-V-I-IV-V/V-V/V","I-IV-V/V-V7-I-IV-V/V-V/V","things we said today","The Beatles","A Hard Days Night","1964-07-10",1964,"Early"
"The Beatles","Tomorrow Never Knows","Verse","Cmix",128,"C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-Bb(add9)-Bb(add9)-Bb(add9)-Bb(add9)-Bb(add9)-Bb(add9)-Bb(add9)-Bb(add9)-C-C-C-C-C-C-C-C","http://www.hooktheory.com/theorytab/view/the-beatles/tomorrow-never-knows","I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-VII-VII-VII-VII-VII-VII-VII-VII-I-I-I-I-I-I-I-I","I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-VII(add9)-VII(add9)-VII(add9)-VII(add9)-VII(add9)-VII(add9)-VII(add9)-VII(add9)-I-I-I-I-I-I-I-I","tomorrow never knows","The Beatles","Revolver","1966-08-05",1966,"Late"
"The Beatles","Yellow Submarine","Verse","F#maj",128,"C#-B-F#-d#m-g#m-B-C#-B-C#-B-F#-d#m-g#m-B-C#","http://www.hooktheory.com/theorytab/view/the-beatles/yellow-submarine","V-IV-V/iii-vi-ii-IV-V-IV-V-IV-V/iii-vi-ii-IV-V","V-IV-V/iii-vi-ii-IV-V-IV-V-IV-V/iii-vi-ii-IV-V","yellow submarine","The Beatles","Revolver","1966-08-05",1966,"Late"
"The Beatles","Yellow Submarine","Verse","F#maj",128,"C#-B-F#-d#m-g#m-B-C#-B-C#-B-F#-d#m-g#m-B-C#","http://www.hooktheory.com/theorytab/view/the-beatles/yellow-submarine","V-IV-V/iii-vi-ii-IV-V-IV-V-IV-V/iii-vi-ii-IV-V","V-IV-V/iii-vi-ii-IV-V-IV-V-IV-V/iii-vi-ii-IV-V","yellow submarine","The Beatles","Yellow Submarine","1969-01-17",1969,"Late"
"The Beatles","Yellow Submarine","Chorus","F#maj",112,"F#-C#-C#-F#-F#-C#-C#-F#","http://www.hooktheory.com/theorytab/view/the-beatles/yellow-submarine","V/iii-V-V-V/iii-V/iii-V-V-V/iii","V/iii-V-V-V/iii-V/iii-V-V-V/iii","yellow submarine","The Beatles","Revolver","1966-08-05",1966,"Late"
"The Beatles","Yellow Submarine","Chorus","F#maj",112,"F#-C#-C#-F#-F#-C#-C#-F#","http://www.hooktheory.com/theorytab/view/the-beatles/yellow-submarine","V/iii-V-V-V/iii-V/iii-V-V-V/iii","V/iii-V-V-V/iii-V/iii-V-V-V/iii","yellow submarine","The Beatles","Yellow Submarine","1969-01-17",1969,"Late"
"The Beatles","Lucy in the Sky with Diamonds","Intro","Amaj",119,"A-A7-D-dm-A-A7-D-dm-A-A7-D-F-F-A-A7-D-dm-A-A7-D-D-dm-dm","http://www.hooktheory.com/theorytab/view/the-beatles/lucy-in-the-sky-with-diamonds","I-V/IV-IV-iv/(min)-I-V/IV-IV-iv/(min)-I-V/IV-IV-bVI/(min)-bVI/(min)-I-V/IV-IV-iv/(min)-I-V/IV-IV-IV-iv/(min)-iv/(min)","I-V7/IV-IV-iv/(min)-I-V7/IV-IV-iv/(min)-I-V7/IV-IV-bVI/(min)-bVI/(min)-I-V7/IV-IV-iv/(min)-I-V7/IV-IV-IV-iv/(min)-iv/(min)","lucy in the sky with diamonds","The Beatles","Sgt. Peppers Lonely Hearts Club Band","1967-05-26",1967,"Late"
"The Beatles","Lucy in the Sky with Diamonds","Chorus","Gmaj",187,"G-C-D-G-C-D-G-C-D-A","http://www.hooktheory.com/theorytab/view/the-beatles/lucy-in-the-sky-with-diamonds","I-IV-V-I-IV-V-I-IV-V-V/V","I-IV-V-I-IV-V-I-IV-V-V/V","lucy in the sky with diamonds","The Beatles","Sgt. Peppers Lonely Hearts Club Band","1967-05-26",1967,"Late"
"The Beatles","Besame Mucho","Verse","Gmin",168,"gm-gm-gm-gm-gm-gm-gm-gm-cm-cm-cm6-cm6-cm-cm-am(b5)-am(b5)-cm-cm-do-do-cm-cm-D7-D7-gm-gm-D7-D7-gm-gm-gm-gm-G7-G7-G7-G7-G7-G7-G7-G7-G7-G7-cm-cm-cm-cm-cm7-cm7-dsus4-cm-gm-gm-gm-gm-gm-A-A-D7-gm-gm-cm-cm6-gm-gm-gm","http://www.hooktheory.com/theorytab/view/the-beatles/besame-mucho","i-i-i-i-i-i-i-i-iv-iv-iv-iv-iv-iv-ii-ii-iv-iv-ii/IV-ii/IV-iv-iv-V/(maj)-V/(maj)-i-i-V/(maj)-V/(maj)-i-i-i-i-V/iv(maj)-V/iv(maj)-V/iv(maj)-V/iv(maj)-V/iv(maj)-V/iv(maj)-V/iv(maj)-V/iv(maj)-V/iv(maj)-V/iv(maj)-iv-iv-iv-iv-iv-iv-v-iv-i-i-i-i-i-II/(lydian)-II/(lydian)-V/(maj)-i-i-iv-iv-i-i-i","i-i-i-i-i-i-i-i-iv-iv-iv6-iv6-iv-iv-ii(b5)-ii(b5)-iv-iv-iio/IV-iio/IV-iv-iv-V7/(maj)-V7/(maj)-i-i-V7/(maj)-V7/(maj)-i-i-i-i-V7/iv(maj)-V7/iv(maj)-V7/iv(maj)-V7/iv(maj)-V7/iv(maj)-V7/iv(maj)-V7/iv(maj)-V7/iv(maj)-V7/iv(maj)-V7/iv(maj)-iv-iv-iv-iv-iv7-iv7-vdsus4-iv-i-i-i-i-i-II/(lydian)-II/(lydian)-V7/(maj)-i-i-iv-iv6-i-i-i","besame mucho","The Beatles",NA,NA,1962,"Early"
"The Beatles","Cry Baby Cry","Verse","Gmaj",156,"G-am-F-G-em-A-F","http://www.hooktheory.com/theorytab/view/the-beatles/cry-baby-cry","I-ii-IV/IV-I-vi-V/V-IV/IV","I-ii-IV/IV-I-vi-V/V-IV/IV","cry baby cry","The Beatles","White Album","1968-11-22",1968,"Late"
"The Beatles","Cry Baby Cry","Chorus","Gmaj",154,"em-B-em-c#m7(b5)-C-C7-G-em-B-em-c#m7(b5)-C-C7","http://www.hooktheory.com/theorytab/view/the-beatles/cry-baby-cry","vi-V/vi-vi-#iv/(lyd)-IV-IV/(dor)-I-vi-V/vi-vi-#iv/(lyd)-IV-IV/(dor)","vi-V/vi-vi-#iv7(b5)/(lyd)-IV-IV7/(dor)-I-vi-V/vi-vi-#iv7(b5)/(lyd)-IV-IV7/(dor)","cry baby cry","The Beatles","White Album","1968-11-22",1968,"Late"
