"artist","song","song_parts","key","bpm","chords","link"
"The Beatles","All My Loving","Verse","Emaj","157","f#m-B-E-c#m-A-f#m-D-B-f#m-B-E-c#m-A-B7-E-E","http://www.hooktheory.com/theorytab/view/the-beatles/all-my-loving"
"The Beatles","All My Loving","Solo","Emaj","158","A-E-f#m-B-E","http://www.hooktheory.com/theorytab/view/the-beatles/all-my-loving"
"The Beatles","Oh Darling","Verse","Amaj","176","A-E-f#m-D-bm7-E-bm7-E-A-D-A-E","http://www.hooktheory.com/theorytab/view/the-beatles/oh-darling"
"The Beatles","Oh Darling","Chorus","Amaj","174","D-F-A-B-E-F-E-E","http://www.hooktheory.com/theorytab/view/the-beatles/oh-darling"
"The Beatles","Eleanor Rigby","Verse","Edor","136","em-em-em-C-C-em","http://www.hooktheory.com/theorytab/view/the-beatles/eleanor-rigby"
"The Beatles","Eleanor Rigby","Chorus","Emin","137","em7-em6-C-em-em7-em6-C-em","http://www.hooktheory.com/theorytab/view/the-beatles/eleanor-rigby"
"The Beatles","Come Together","Intro","Dmin","84","dm7-dm7-A7-G7","http://www.hooktheory.com/theorytab/view/the-beatles/come-together"
"The Beatles","Come Together","Chorus","Dmaj","84","bm-bm-bm-bm-bm-bm-A-A-G-G-G-G-A","http://www.hooktheory.com/theorytab/view/the-beatles/come-together"
"The Beatles","Come Together","Solo","Dmin","82","dm-am-dm","http://www.hooktheory.com/theorytab/view/the-beatles/come-together"
"The Beatles","I Am the Walrus","Intro","Emaj","84","B-B-f#m-G-F-E-E7-D-D-A-A7-C-D-E(add9)-A-A7-C-D-A-A-A7-f#m7(b5)-F-G-A-A7-F-B7-C-D-E","http://www.hooktheory.com/theorytab/view/the-beatles/i-am-the-walrus"
"The Beatles","I Want To Hold Your Hand","Intro","Gmaj","132","C-D-C-D-C-D-D7-G","http://www.hooktheory.com/theorytab/view/the-beatles/i-want-to-hold-your-hand"
"The Beatles","I Want To Hold Your Hand","Verse","Gmaj","128","G-D-em-B-G-D-em-B","http://www.hooktheory.com/theorytab/view/the-beatles/i-want-to-hold-your-hand"
"The Beatles","I Want To Hold Your Hand","Chorus","Gmaj","128","C-D-G-em-C-D-B-B7-C-D-G-G-G-G-G-G-G","http://www.hooktheory.com/theorytab/view/the-beatles/i-want-to-hold-your-hand"
"The Beatles","And I Love Her","Verse","Emaj","117","f#m-c#m-f#m-c#m-f#m-c#m-A-B-E-E","http://www.hooktheory.com/theorytab/view/the-beatles/and-i-love-her"
"The Beatles","And I Love Her","Bridge","Emaj","115","c#m-B-c#m-g#m-c#m-g#m-B-B7","http://www.hooktheory.com/theorytab/view/the-beatles/and-i-love-her"
"The Beatles","And I Love Her","Outro","Fmaj","108","gm-F-gm-D","http://www.hooktheory.com/theorytab/view/the-beatles/and-i-love-her"
"The Beatles","Penny Lane","Verse","Bmaj","112","B-B-g#m7-B-E6-c#m7-F#7-F#7-B-B-g#m7-B-bm7-g#m7(b5)-Gmaj7-F#7sus4-F#7-F#7sus4-F#7-B-B-g#m7-B-E6-c#m7-F#7-F#7-B-B-g#m7-B-bm7-g#m7(b5)-Gmaj7-F#7sus4-F#7-E","http://www.hooktheory.com/theorytab/view/the-beatles/penny-lane"
"The Beatles","Penny Lane","Chorus","Amaj","128","A-A-D-D-A-A-D-F#7","http://www.hooktheory.com/theorytab/view/the-beatles/penny-lane"
"The Beatles","In My Life","Intro","Amaj","104","A-E-A-E-f#m-A7-D-dm-A","http://www.hooktheory.com/theorytab/view/the-beatles/in-my-life"
"The Beatles","I Should Have Known Better","Intro","Gmaj","128","G-D-G-D-G-D-G-D-G-D-G-D-G-D-G-D","http://www.hooktheory.com/theorytab/view/the-beatles/i-should-have-known-better"
"The Beatles","I Should Have Known Better","Verse","Gmaj","128","G-D-G-D-G-D-G-D-G-D-em-C-D-G-D-G-D-G-D-G-D-G-D-G-D-G-D-em-C-C-B7-em-C-G-B7-em-C-G-Gmaj7-C-D-G-em-C-D-G","http://www.hooktheory.com/theorytab/view/the-beatles/i-should-have-known-better"
"The Beatles","Lovely Rita","Verse","Ebmaj","84","Eb-Db-Ab-Eb-Bb-cm-F-Bb-Eb-Ab-Db-Gb-Eb-Bb-Eb-Ab-Db-Gb-Eb-Bb-Eb-cm-F7-Bb","http://www.hooktheory.com/theorytab/view/the-beatles/lovely-rita"
"The Beatles","Lovely Rita","Chorus","Ebmaj","128","Bb-Ab-Eb-Bb","http://www.hooktheory.com/theorytab/view/the-beatles/lovely-rita"
"The Beatles","With A Little Help From My Friends","Verse","Emaj","109","E-B-f#m-f#m-B7-E-E-B-f#m-f#m-B7-E-D-A-E-D-A-E-A-E-B","http://www.hooktheory.com/theorytab/view/the-beatles/with-a-little-help-from-my-friends"
"The Beatles","With A Little Help From My Friends","Bridge","Emaj","110","c#m7-F#-E-D-A-c#m7-F#-E-D-A","http://www.hooktheory.com/theorytab/view/the-beatles/with-a-little-help-from-my-friends"
"The Beatles","For No One","Verse","Bmaj","80","B-B-g#m-B-E-A-B","http://www.hooktheory.com/theorytab/view/the-beatles/for-no-one"
"The Beatles","For No One","Bridge","Bmaj","84","c#m-G#7-c#m-c#m-G#7-c#m-c#m-F#sus4-F#","http://www.hooktheory.com/theorytab/view/the-beatles/for-no-one"
"The Beatles","Something","Verse","Cmaj","64","F-Eb-G7-C-Cmaj7-C7-F-C-D7-G-am7-G-am-E-am-D(add9)-F-Eb-G","http://www.hooktheory.com/theorytab/view/the-beatles/something"
"The Beatles","Something","Solo","Cmaj","64","C-Cmaj7-C7-F-C-D7-G-G-am-E-am-f#o-F-Eb-G","http://www.hooktheory.com/theorytab/view/the-beatles/something"
"The Beatles","All Together Now","Intro","Gmaj","90","G-D7-G-D7-G-G-D7-G-D7-G","http://www.hooktheory.com/theorytab/view/the-beatles/all-together-now"
"The Beatles","All Together Now","Pre-Chorus","Gmaj","90","C-G-C-D-D7","http://www.hooktheory.com/theorytab/view/the-beatles/all-together-now"
"The Beatles","All Together Now","Chorus","Gmaj","90","G-G-D7-G-G-G-D7-G","http://www.hooktheory.com/theorytab/view/the-beatles/all-together-now"
"The Beatles","Octopus's Garden","Intro","Emaj","185","B-E-E-B-d#m(b5)-B-E-E-c#m-c#m-A-A-B-d#m(b5)-B-B-E-E-E-E-c#m-c#m-c#m-c#m-A-A-A-A-B-B-d#m(b5)-B-B","http://www.hooktheory.com/theorytab/view/the-beatles/octopuss-garden"
"The Beatles","Octopus's Garden","Verse","Emaj","91","E-E-E-E-c#m-c#m-c#m-c#m-A-A-A-A-A-B-B-B-B","http://www.hooktheory.com/theorytab/view/the-beatles/octopuss-garden"
"The Beatles","Octopus's Garden","Pre-Chorus","Emaj","92","c#m-c#m-c#m-B-A-B-B-B-B-B-E-E-E-E-c#m-c#m-c#m-c#m-A-A-B-B-E-E-E-E","http://www.hooktheory.com/theorytab/view/the-beatles/octopuss-garden"
"The Beatles","Eight Days a Week","Verse","Dmaj","138","D-E7-G-D-D-E7-G-D-bm-G6-bm-E7-D-E7-G-D","http://www.hooktheory.com/theorytab/view/the-beatles/eight-days-a-week"
"The Beatles","Back In The USSR","Intro","Amaj","143","E-E7-E7","http://www.hooktheory.com/theorytab/view/the-beatles/back-in-the-ussr"
"The Beatles","Back In The USSR","Verse","Amaj","143","A-D-C-D-A-D-C-D","http://www.hooktheory.com/theorytab/view/the-beatles/back-in-the-ussr"
"The Beatles","Back In The USSR","Chorus","Amaj","143","A-C-D-D-A-A-D-d#o-E","http://www.hooktheory.com/theorytab/view/the-beatles/back-in-the-ussr"
"The Beatles","Back In The USSR","Bridge","Amaj","143","D-A-D-D-D7-B-E-D-A-A-D-d#o-E","http://www.hooktheory.com/theorytab/view/the-beatles/back-in-the-ussr"
"The Beatles","Lady Madonna","Verse","Amaj","220","A-D-A-D-A-D-F-G-A","http://www.hooktheory.com/theorytab/view/the-beatles/lady-madonna"
"The Beatles","Lady Madonna","Bridge","Cmaj","219","dm-G-C-am-dm-G-C-bm7(b5)-Esus4-E","http://www.hooktheory.com/theorytab/view/the-beatles/lady-madonna"
"The Beatles","Mean Mr Mustard","Verse","Emaj","99","E-B-B-C-C#-D-D-C#-C-B-B-E-C-B-E-C-B","http://www.hooktheory.com/theorytab/view/the-beatles/mean-mr-mustard"
"The Beatles","You've Got To Hide Your Love Away","Verse","Gmaj","91","G-Dsus4-F(add9)-G-C-C-F(add9)-C-G-Dsus4-F(add9)-G-C-C-F(add9)-C-D-D","http://www.hooktheory.com/theorytab/view/the-beatles/youve-got-to-hide-your-love-away"
"The Beatles","If I Fell","Intro","Dbmaj","105","ebm-Ebb-Db-bbm-ebm-Ebb-fbm7-Bbb","http://www.hooktheory.com/theorytab/view/the-beatles/if-i-fell"
"The Beatles","If I Fell","Verse","Dmaj","107","D-em-f#m-em7-A7","http://www.hooktheory.com/theorytab/view/the-beatles/if-i-fell"
"The Beatles","If I Fell","Verse","Dmaj","110","D-em-f#m-em-A-D-em-f#m-em-A-D-gm-A-D-em-f#m-em-A-D-em-f#m-em-A","http://www.hooktheory.com/theorytab/view/the-beatles/if-i-fell"
"The Beatles","For You Blue","Chorus","Dmaj","127","D-G-D-D-G-G-D-D-A7-G-D-A7","http://www.hooktheory.com/theorytab/view/the-beatles/for-you-blue"
"The Beatles","Norwegian Wood","Intro","Emix","192","E-bm7-A-E-E-bm7-A-E","http://www.hooktheory.com/theorytab/view/the-beatles/norwegian-wood"
"The Beatles","Norwegian Wood","Chorus","Edor","92","em-A-em-f#m7-B","http://www.hooktheory.com/theorytab/view/the-beatles/norwegian-wood"
"The Beatles","Hello Goodbye","Verse","Cmaj","100","F6-C-G7-am-G7-am-G7-C-G7-F-C","http://www.hooktheory.com/theorytab/view/the-beatles/hello-goodbye"
"The Beatles","Hello Goodbye","Chorus","Cmaj","101","C-C-am7-am-F-Ab-C-C-am7-am-F-Bb7-C","http://www.hooktheory.com/theorytab/view/the-beatles/hello-goodbye"
"The Beatles","Day Tripper","Verse","Emix","138","E-E-A-E","http://www.hooktheory.com/theorytab/view/the-beatles/day-tripper"
"The Beatles","Day Tripper","Chorus","Emaj","136","F#7-A-G#7-C#-B","http://www.hooktheory.com/theorytab/view/the-beatles/day-tripper"
"The Beatles","Here There And Everywhere","Verse","Gmaj","84","G-am-bm-C-G-am-bm-C-f#m7-B7-f#m7-B7-em-am-am7-D7","http://www.hooktheory.com/theorytab/view/the-beatles/here-there-and-everywhere"
"The Beatles","Here There And Everywhere","Bridge","Gmaj","82","am7-D7-F7-Bb-gm-cm-D7-gm-cm-D7-G-am","http://www.hooktheory.com/theorytab/view/the-beatles/here-there-and-everywhere"
"The Beatles","Twist And Shout","Chorus","Dmaj","124","A-A-A-A7-A7-A7-D-G-A-A7-D-G-A-A7-D-G-A-A7-D-G-A-A7","http://www.hooktheory.com/theorytab/view/the-beatles/twist-and-shout"
"The Beatles","Strawberry Fields Forever","Intro","Amaj","92","E-E-g#m-g#m-g#o-g#o-D-do-D-D-E-E-D-A-A-A-A-A-A-A-A-A-A-em-em-em-em-em-em-em-em-F#-F#-F#-F#-F#-F#-F#-F#-D-D-F#-F#-F#-F#-F#-D-D-A","http://www.hooktheory.com/theorytab/view/the-beatles/strawberry-fields-forever"
"Beatles","Something","Verse","Cmaj","64","F-Eb-G7-C-Cmaj7-C7-F-C-D7-G-am7-G-am-E-am-D(add9)-F-Eb-G","http://www.hooktheory.com/theorytab/view/beatles/something"
