"","artist","song","song_parts","chords","link"
"14","Bee Gees","Fanny Be Tender With My Love","Verse","E-A-E-A-E-A-E-A-f#m7-c#m-B-G#-f#m7-G#7-c#m7-c#m-B-G#","http://www.hooktheory.com/theorytab/view/bee-gees/fanny-be-tender-with-my-love"
"15","Bee Gees","Fanny Be Tender With My Love","Chorus","Amaj7-g#m7-f#m7-G#7-c#m7-Amaj7-g#m7-f#m7-A-A","http://www.hooktheory.com/theorytab/view/bee-gees/fanny-be-tender-with-my-love"
"16","Bee Gees","Fanny Be Tender With My Love","Bridge","Amaj7-g#m7-Amaj7-g#m7-A","http://www.hooktheory.com/theorytab/view/bee-gees/fanny-be-tender-with-my-love"
"17","Bee Gees","Fanny Be Tender With My Love","Outro","Bmaj7-a#m7-g#m7-a#m7-d#m7-Bmaj7-a#m7-g#m7-B","http://www.hooktheory.com/theorytab/view/bee-gees/fanny-be-tender-with-my-love"
"18","Bee Gees","Holiday","Intro","D-A-am","http://www.hooktheory.com/theorytab/view/bee-gees/holiday"
"19","Bee Gees","Holiday","Verse","am-G-C-G-am-em-F-C-C7-G-G7-C","http://www.hooktheory.com/theorytab/view/bee-gees/holiday"
"20","Bee Gees","Holiday","Chorus","am-am-G-F-am-am-am-G-F-am-G","http://www.hooktheory.com/theorytab/view/bee-gees/holiday"
"21","Chicago","Hard To Say Im Sorry","Pre-Chorus","E-A-B-d#m(b5)-G#7-c#m-c#m-F#7-E-B-c#m7-B","http://www.hooktheory.com/theorytab/view/chicago/hard-to-say-im-sorry"
"22","Sufjan Stevens","Chicago","Intro","D-am-G-D-am-G","http://www.hooktheory.com/theorytab/view/sufjan-stevens/chicago"
"23","Sufjan Stevens","Chicago","Verse","D-am-C-G-D-am-C-G-D-am-C-G-D-am-C-G","http://www.hooktheory.com/theorytab/view/sufjan-stevens/chicago"
"24","Chicago","Colour My World","Intro","Fmaj7-Fmaj7-am-am-Bb-Bb-E-b(add9)-Eb-A-bmaj7-A-bmaj7-G-bmaj7-Gb-D(add9)-D-Gmaj7-G-E-b(add9)-E-b7-C7-C7-C7-C(add9)-Fmaj7-Bb-C","http://www.hooktheory.com/theorytab/view/chicago/colour-my-world"
"25","Chicago","25 or 6 to 4","Verse","am-am-f#m7(b5)-F-E-am-am-f#m7(b5)-F-E-am-am-f#m7(b5)-F-E-am-am-f#m7(b5)-F-E","http://www.hooktheory.com/theorytab/view/chicago/25-or-6-to-4"
"26","Chicago","25 or 6 to 4","Chorus","F-C-G-F","http://www.hooktheory.com/theorytab/view/chicago/25-or-6-to-4"
"27","Chicago","You're The Inspiration","Verse","B-B(add9)-d#m7-g#m-Bmaj7-E-F#7-B-B(add9)-d#m7-g#m-Bmaj7-E","http://www.hooktheory.com/theorytab/view/chicago/youre-the-inspiration"
"28","Chicago","You're The Inspiration","Pre-Chorus","F#-B-E-A-D#-g#m-C#-F#-D#-G#-A#","http://www.hooktheory.com/theorytab/view/chicago/youre-the-inspiration"
"29","Chicago","You're The Inspiration","Chorus","Eb-gm7-A-b(add9)-Eb-Bb-Eb-gm7-A-b(add9)-Eb-Bb-Gb-G-bmaj7sus2-Cb-c-bm(add9)-Gb-D-b7sus4-Gb-D-bsus2sus4-D-b7","http://www.hooktheory.com/theorytab/view/chicago/youre-the-inspiration"
"30","Chicago","You're The Inspiration","Outro","F-Fmaj7-Bb-F-C-F-dm-Bb-F-gm7-C","http://www.hooktheory.com/theorytab/view/chicago/youre-the-inspiration"
"31","Robert Johnson","Sweet Home Chicago","Verse","F-Bb-F-G-Bb-C(add9)-D-E-F-Bb-F-G-F-Bb-F-D-F-Bb-F-G-Bb-C(add9)-D-E-F-Bb-F-G-F-Bb-F-D","http://www.hooktheory.com/theorytab/view/robert-johnson/sweet-home-chicago"
"32","Chicago","Perfect Dark - Chicago Stealth","Intro","dm-Bb-dm-Bb","http://www.hooktheory.com/theorytab/view/grant-kirkhope/perfect-dark---chicago-stealth"
"33","Chicago","Perfect Dark - Chicago Stealth","Verse","dm-Bb-dm-Bb-dm-Bb-dm-Bb-dm-Bb","http://www.hooktheory.com/theorytab/view/grant-kirkhope/perfect-dark---chicago-stealth"
"34","Chicago","Feelin' Stronger Every Day","Intro","dm-F-G-G-C-F-dm-F6-G-G-G-C-F-C-Bb-am-dm-C-C-Bb-am-C7sus2-am-Bb-C","http://www.hooktheory.com/theorytab/view/chicago/feelin-stronger-every-day"
"35","Chicago","Feelin' Stronger Every Day","Verse","C-Eb-Bb-Bb-Bb-F-Bb-Bb-F","http://www.hooktheory.com/theorytab/view/chicago/feelin-stronger-every-day"
"36","Chicago","Feelin' Stronger Every Day","Chorus","am-dm-am-dm-F-G","http://www.hooktheory.com/theorytab/view/chicago/feelin-stronger-every-day"
"37","Chicago","Feelin' Stronger Every Day","Bridge","A-E-B-F#-C#-B","http://www.hooktheory.com/theorytab/view/chicago/feelin-stronger-every-day"
"38","Chicago","Feelin' Stronger Every Day","Outro","A-E-B-A-E-B","http://www.hooktheory.com/theorytab/view/chicago/feelin-stronger-every-day"
"39","Grant Kirkhope","Saturday in the Park","Intro","am7-D9-F-C-am-D9-F-C","http://www.hooktheory.com/theorytab/view/chicago/saturday-in-the-park"
"40","Grant Kirkhope","Saturday in the Park","Verse","am7-D9-F-C-am7-D9-F-C","http://www.hooktheory.com/theorytab/view/chicago/saturday-in-the-park"
"41","Grant Kirkhope","Saturday in the Park","Pre-Chorus","bm7-em7-Dmaj7-Dmaj7-C-bm7-am7-C-D-G-gm-11-C-G-am7-am7-D9-D9-G-G-C-C","http://www.hooktheory.com/theorytab/view/chicago/saturday-in-the-park"
"42","Grant Kirkhope","Saturday in the Park","Bridge","cm-11-C-cm-11-C-cm-11-C-cm-11-C-Db-Eb-Db-Eb-Db-Eb-Db-Eb-F-G-F-G-F-G-F-G","http://www.hooktheory.com/theorytab/view/chicago/saturday-in-the-park"
"43","Elton John","Tiny Dancer","Intro","C-F-C-F-C-F-C-F","http://www.hooktheory.com/theorytab/view/elton-john/tiny-dancer"
"44","Elton John","Tiny Dancer","Verse","C-F-C-F-C-C-F-F-G-C-F-C-F-C-C-F-F-C-F-em7-am7-D-dm7-E-am-G7-C-F-C-F-C-C-G-F-C-G","http://www.hooktheory.com/theorytab/view/elton-john/tiny-dancer"
"45","Elton John","Tiny Dancer","Pre-Chorus","Ab-Bb-gm7-cm-Ab-Bb-G7-G-C","http://www.hooktheory.com/theorytab/view/elton-john/tiny-dancer"
"46","Elton John","Tiny Dancer","Chorus","F-C-dm-dm-C-F-C-Gsus4-G(add9)-G-G(add9)-C-F-C-dm-dm-C-F-C-G(add9)-G(add9)-C","http://www.hooktheory.com/theorytab/view/elton-john/tiny-dancer"
"47","Elton John","Tiny Dancer","Instrumental","","http://www.hooktheory.com/theorytab/view/elton-john/tiny-dancer"
"48","Elton John","Can You Feel the Love Tonight","Intro","Bb-F-Eb-Bb-Eb-Bb-F-Bb-cm7-Bb","http://www.hooktheory.com/theorytab/view/elton-john/can-you-feel-the-love-tonight"
"49","Elton John","Can You Feel the Love Tonight","Verse","Eb-Bb-Eb-Bb-Eb-Bb-cm7-F-Eb-Bb-Eb-Bb-Eb-gm-Ab-F","http://www.hooktheory.com/theorytab/view/elton-john/can-you-feel-the-love-tonight"
"50","Elton John","Can You Feel the Love Tonight","Chorus","Bb-F-gm-Eb-Bb-Eb-C-F-Eb-Bb-gm-gm-Eb-cm-Bb-cm-C-F-Bb-F-gm-Eb-Bb-Eb-C-F-Eb-Bb-gm-gm-Eb-cm-Bb-cm-F7sus4-Eb-Bb","http://www.hooktheory.com/theorytab/view/elton-john/can-you-feel-the-love-tonight"
"51","Elton John","Your Song","Verse","Eb-A-bmaj7-Bb-gm7-cm-cm-am7(b5)-Ab-Eb-Bb-G7-cm-Eb-fm7-Ab-Bb","http://www.hooktheory.com/theorytab/view/elton-john/your-song"
"52","Elton John","Your Song","Chorus","Bb-cm-fm-Ab-Bb-cm-fm-Ab-cm-cm-am7(b5)-fm-Eb-fm-Bb-B-bsus4-Bb","http://www.hooktheory.com/theorytab/view/elton-john/your-song"
"53","Elton John","Crocodile Rock","Verse","G-bm-C-D","http://www.hooktheory.com/theorytab/view/elton-john/crocodile-rock"
"54","Elton John","Crocodile Rock","Chorus","em-A-D-G-E7-A-D-F-C-F-C-F-C","http://www.hooktheory.com/theorytab/view/elton-john/crocodile-rock"
"55","Elton John","Crocodile Rock","Bridge","G-em-C-D","http://www.hooktheory.com/theorytab/view/elton-john/crocodile-rock"
"56","Elton John","Levon","Intro","F-F-Bb-Bb-F-F-Bb-Bb","http://www.hooktheory.com/theorytab/view/elton-john/levon"
"57","Elton John","Levon","Verse","F-Bb-F-F-Bb-Bb-F-F-C-C-dm-dm-am7-Bb-gm7-gm7","http://www.hooktheory.com/theorytab/view/elton-john/levon"
"58","Elton John","Levon","Pre-Chorus","am7-dm-F-Bb-F-gm7-F-F-Bb-F-gm7-gm7-gm7-gm7","http://www.hooktheory.com/theorytab/view/elton-john/levon"
"59","Elton John","Levon","Chorus","gm7-F-Bb-Eb-Bb-F-Fsus4-F-Bb-Eb-Bb-F-Fsus4-F-F-Bb-Eb-Bb-F-Fsus4-F-B-bsus4-B-bsus4-Csus4-C","http://www.hooktheory.com/theorytab/view/elton-john/levon"
"60","Elton John","Levon","Instrumental","","http://www.hooktheory.com/theorytab/view/elton-john/levon"
"61","Elton John","The Oven Instructions Song","Chorus","F-F-C-C-G-G-C-C-F-F-C-C-D-D-G-G","http://www.hooktheory.com/theorytab/view/elton-john/the-oven-instructions-song"
"62","Elton John","Yellow Brick Road","Chorus","b-bm-b-bm-Eb-Ab-A-bmaj7-Db-Db-bbm-b-bm-Eb-fm-Ab","http://www.hooktheory.com/theorytab/view/elton-john/yellow-brick-road"
"63","Elton John","Nikita","Verse","G-G-C-G-G-D-G","http://www.hooktheory.com/theorytab/view/elton-john/nikita"
"64","Elton John","Don't Let The Sun Go Down On Me","Intro","C-C7-F-C-F-dm","http://www.hooktheory.com/theorytab/view/elton-john/dont-let-the-sun-go-down-on-me"
"65","Elton John","Don't Let The Sun Go Down On Me","Verse","G-F-C-F-Bb-F-G-G-G-F-C-F-Bb-F-G-G-F-C-F-Bb-F-G-F-Bb-F-C-G-G7","http://www.hooktheory.com/theorytab/view/elton-john/dont-let-the-sun-go-down-on-me"
"66","Elton John","Don't Let The Sun Go Down On Me","Chorus","C-C7-am7-D-C-F-G7-C-C7-F-dm-C-F-G-C-C7-F-C-dm","http://www.hooktheory.com/theorytab/view/elton-john/dont-let-the-sun-go-down-on-me"
"67","Elton John","Love Song","Verse","em9-A7-em9-A7","http://www.hooktheory.com/theorytab/view/elton-john/love-song"
"68","Elton John","Daniel","Verse","C-dm-G-E7-am-am7-F-G-am-G-F-G-F-C-G-C","http://www.hooktheory.com/theorytab/view/elton-john/daniel"
"69","Elton John","Daniel","Bridge","C-F-C-F-C-C-am7-F7-fm-C-A7-dm7-G7","http://www.hooktheory.com/theorytab/view/elton-john/daniel"
"70","Elton John","Sorry Seems To Be The Hardest Word","Verse","gm-Bb-cm7-F-Bb-am7-D7-gm-Bb-cm7-F-Bb-am7-D7","http://www.hooktheory.com/theorytab/view/elton-john/sorry-seems-to-be-the-hardest-word"
"71","Elton John","Sorry Seems To Be The Hardest Word","Chorus","Eb-D-Bb-em7-cm-D7-gm-am7-D7-Eb-D-Bb-C7-Eb-cm7-D-D7","http://www.hooktheory.com/theorytab/view/elton-john/sorry-seems-to-be-the-hardest-word"
"72","Elton John","Rocket Man","Verse","Eb-Bb-Ab-Bb-Eb-F-Ab-Eb-Bb7-Eb-Ab-Bb-Eb","http://www.hooktheory.com/theorytab/view/elton-john/skyline-pigeon"
"73","Elton John","Rocket Man","Pre-Chorus","Ab-Bb-Eb-Ab-Ab-Bb-Bb-Eb","http://www.hooktheory.com/theorytab/view/elton-john/skyline-pigeon"
"74","Elton John","Rocket Man","Chorus","G7-cm-D7-gm-Ab-Bb-Eb-G7-cm-D7-gm-Ab-Bb-Eb","http://www.hooktheory.com/theorytab/view/elton-john/skyline-pigeon"
"75","Elton John","Benny and the Jets","Verse","gm-C-F-Bb-Eb-C7-F-F-gm7-Bb-C7-F-Bb-Eb-C7-F-F","http://www.hooktheory.com/theorytab/view/elton-john/goodbye-yellow-brick-road"
"76","Elton John","Benny and the Jets","Pre-Chorus","Db-E-b7-Ab-Db-bbm-C7","http://www.hooktheory.com/theorytab/view/elton-john/goodbye-yellow-brick-road"
"77","Elton John","Benny and the Jets","Chorus","C7-F-A7-Bb-F-D7-gm-C7-F-dm-A-Bb-Db-Db-Eb-F-am-dm-C-Bb-C7","http://www.hooktheory.com/theorytab/view/elton-john/goodbye-yellow-brick-road"
"78","Elton John","Skyline Pigeon","Pre-Chorus","Bb-Bb-Eb-Bb-Eb-e-bm6-Csus4-C-Bb","http://www.hooktheory.com/theorytab/view/elton-john/rocket-man"
"79","Elton John","Goodbye Yellow Brick Road","Verse","am-D-G-g#o-am-D-em-em","http://www.hooktheory.com/theorytab/view/elton-john/benny-and-the-jets"
"80","The Carpenters","Close To You","Verse","C(add9)-bsus4-B-bm-em7-C(add9)-C(add9)-G-G","http://www.hooktheory.com/theorytab/view/the-carpenters/close-to-you"
"81","The Carpenters","Only Yesterday","Verse","Eb-fm-E-bmaj7sus4-Eb-Bb-cm-F-Bb-Eb-Ab-fm-Eb-Bb","http://www.hooktheory.com/theorytab/view/the-carpenters/only-yesterday"
"82","The Carpenters","We've Only Just Begun","Verse","Amaj7sus2-Dmaj7-c#m7-f#m(add9)-bm-f#m(add9)-bm-E-A-Dmaj7-A-Dmaj7-E-F#","http://www.hooktheory.com/theorytab/view/the-carpenters/weve-only-just-begun"
"83","The Carpenters","We've Only Just Begun","Chorus","Gb-C-bmaj7-Gb-C-bmaj7-Gb-C-bmaj7-Gb-C-bmaj7-B-bmaj7sus2-E-bmaj7-B-bmaj7sus2-E-bmaj7-B-bmaj7sus2-E-bmaj7-E7sus4-E7","http://www.hooktheory.com/theorytab/view/the-carpenters/weve-only-just-begun"
"84","Elvis Presley","Can't Help Falling In Love","Chorus","D-f#m-bm-bm-G-D-A7-A7-G-A-bm-em-D-A7-D","http://www.hooktheory.com/theorytab/view/elvis-presley/cant-help-falling-in-love"
"85","Elvis Presley","I Can't Help Falling In Love","Chorus","D-f#m-bm-bm-G-D-A7-A7-G-A-bm-em-D-A-D","http://www.hooktheory.com/theorytab/view/elvis-presley/i-cant-help-falling-in-love"
"86","Elvis Presley","Love Me Tender","Verse","D-D-E7-E7-A7-A7-D-D-D-D-E7-E7-A7-A7-D-D","http://www.hooktheory.com/theorytab/view/elvis-presley/love-me-tender"
"87","Elvis Presley","Love Me Tender","Chorus","D-F#7-bm-D7-G-gm-D-D-D-bm7-E7-E7-A7-A7-D-D","http://www.hooktheory.com/theorytab/view/elvis-presley/love-me-tender"
"88","Elvis Presley","Hound Dog","Verse","C-F-C-G-F-C","http://www.hooktheory.com/theorytab/view/elvis-presley/hound-dog"
"89","Elvis Presley","Don't Be Cruel","Verse","D-G-D-D-em-A-D","http://www.hooktheory.com/theorytab/view/elvis-presley/dont-be-cruel"
"90","Elvis Presley","Suspicious Minds","Chorus","A-A-A-A-D-D-E-E-A-A","http://www.hooktheory.com/theorytab/view/elvis-presley/thats-alright"
"91","Elvis Presley","You Were Always On My Mind","Verse","","http://www.hooktheory.com/theorytab/view/elvis-presley/suspicious-minds"
"92","Elvis Presley","You Were Always On My Mind","Pre-Chorus","G-G-C-C-D-C-G-G-G-G-C-C-D-C-D-C-G-D","http://www.hooktheory.com/theorytab/view/elvis-presley/suspicious-minds"
"93","Elvis Presley","You Were Always On My Mind","Chorus","C-G-bm-C-D-em-bm-C-D","http://www.hooktheory.com/theorytab/view/elvis-presley/suspicious-minds"
"94","Elvis Presley","You Were Always On My Mind","Bridge","C-G-bm-C-D-em-bm-C-D","http://www.hooktheory.com/theorytab/view/elvis-presley/suspicious-minds"
"95","Elvis Presley","If I Can Dream","Verse","G-D-em-D-C-C-D-G-D-em-D-A-C-G-C-G-am-G-em","http://www.hooktheory.com/theorytab/view/elvis-presley/you-were-always-on-my-mind"
"96","Elvis Presley","That's Alright","Intro","C-C-C-am7-am7-C-C-C-C-am7-am7-C-C-C-C-am7-am7-C-C-C-C-am7-am7-C","http://www.hooktheory.com/theorytab/view/elvis-presley/if-i-can-dream"
"97","Elvis Presley","That's Alright","Verse","C-am-F-G-C-am-F-G-C-F-C-F-E-am-C-am-F-am7-dm7-G-dm7-G","http://www.hooktheory.com/theorytab/view/elvis-presley/if-i-can-dream"
"98","Stevie Wonder","Sir Duke","Verse","B-g#m-G-F#-B-g#m-G-F#-e#o","http://www.hooktheory.com/theorytab/view/stevie-wonder/sir-duke"
"99","Stevie Wonder","Sir Duke","Pre-Chorus","E7-D#7-D7-C#7-D7-D#7-E7-E7-D#7-D7-C#7-D7-D#7-E7-F-F#7-Bmaj7-e#m7-Emaj7-d#m7-c#m7-F#7sus4-Bmaj7-e#m7-Emaj7-d#m7-c#m7-F#7sus4","http://www.hooktheory.com/theorytab/view/stevie-wonder/sir-duke"
"100","Stevie Wonder","Sir Duke","Solo","B","http://www.hooktheory.com/theorytab/view/stevie-wonder/sir-duke"
"101","Stevie Wonder","Superstition","Intro","d#m7","http://www.hooktheory.com/theorytab/view/stevie-wonder/superstition"
"102","Stevie Wonder","Superstition","Chorus","A#7-B7-A#7-A7-G#7-A#7-A#7-d#m7-d#m7","http://www.hooktheory.com/theorytab/view/stevie-wonder/superstition"
"103","Stevie Wonder","My Cheri Amour","Intro","G-bmaj7-C-bmaj7-D-bmaj7-G-bmaj7-C-bmaj7-D-bmaj7","http://www.hooktheory.com/theorytab/view/stevie-wonder/my-cheri-amour"
"104","Stevie Wonder","My Cheri Amour","Verse","D-bmaj7-G-b7sus4-C-bmaj7-A-b7sus4-A-b7-D-bmaj7-G-b7sus4-C-bmaj7-A-b7sus4-A-b7-G-bmaj7-b-bm-fm7(b5)-Bb7-E-b7-A-b7-D-bmaj7-D-bmaj7","http://www.hooktheory.com/theorytab/view/stevie-wonder/my-cheri-amour"
"105","Stevie Wonder","Boogie On Reggae Woman","Verse","Ab-Ab-Db-Db-Bb7-E-b7-Ab-Ab","http://www.hooktheory.com/theorytab/view/stevie-wonder/boogie-on-reggae-woman"
"106","Stevie Wonder","Boogie On Reggae Woman","Chorus","Ab-A-b7-Bb7-Db-G-b7-G-b7-Bb7-E-b7-Ab","http://www.hooktheory.com/theorytab/view/stevie-wonder/boogie-on-reggae-woman"
"107","Stevie Wonder","Ribbon In The Sky","Intro","e-bm7-fm7-e-bm7-fm7-A-b(add9)-e-bm7-e-bm6-e-bm7-fm7-fsus4-e-bm7-e-bm6-e-bm7-fm7-A-b(add9)-e-bm7-e-bm6-e-bm7-fm7-fsus4-e-bm7-A-bsus4-C-bmaj7-e-bm7-fm7-fsus4-e-bm7-fm7-fsus4-e-bm7-fm7-fsus4-e-bm7-A-bsus4-C-bmaj7-e-bm7-fm7-fsus4-e-bm7-fm7-fsus4-e-bm7-fm7-fsus4-e-bm7-A-bsus4-Db-e-bm7-fm7-fsus4-e-bm7-fm7-fsus4-e-bm7-fm7-fsus4-e-bm7-A-bsus4-Bbb","http://www.hooktheory.com/theorytab/view/stevie-wonder/ribbon-in-the-sky"
"108","Stevie Wonder","Ribbon In The Sky","Outro","fm7-gm7-gsus4-fm7-gm7-gsus4-fm7-gm7-gsus4-fm7-B-bsus4-B-b6-C7-fm7-B-bsus4-fm7-gm7-gsus4-fm7-gm7-gsus4-fm7-gm7-gsus4-fm7-B-bsus4-B-bsus4-E-b(add9)-E-b(add9-)","http://www.hooktheory.com/theorytab/view/stevie-wonder/ribbon-in-the-sky"
"109","Stevie Wonder","Livin For The City","Verse","F#-F#-g#m-f#m7-f#m7-g#m-g#m-F#-F#-F#-g#m-f#m7-f#m7-g#m-g#m-F#-F#-F#-g#m-f#m7-f#m7-g#m-g#m-F#-F#-F#-g#m-f#m7-f#m7-g#m-g#m-F#-B6-C#6-C#7-F#-F#-g#m-f#m7-f#m7-g#m-g#m-F#","http://www.hooktheory.com/theorytab/view/stevie-wonder/livin-for-the-city"
"110","Stevie Wonder","Livin For The City","Bridge","F#7-d#m7(b5)-D-B#-B#7-A-G-F#-F#","http://www.hooktheory.com/theorytab/view/stevie-wonder/livin-for-the-city"
"111","Stevie Wonder","Think Of Me As Your Soldier","Intro","E-bmaj7-E-b7-Ab-a-bm-E-bmaj7-E-b7-Ab-a-bm","http://www.hooktheory.com/theorytab/view/stevie-wonder/think-of-me-as-your-soldier"
"112","Stevie Wonder","Think Of Me As Your Soldier","Verse","E-bmaj7-a-bm-fo-E-b(add9)-fo-a-bm-fo-Eb-cm(add9)-cm-gm-C7-f7sus4-B-bsus4","http://www.hooktheory.com/theorytab/view/stevie-wonder/think-of-me-as-your-soldier"
"113","Stevie Wonder","Think Of Me As Your Soldier","Bridge","Ab-E-bmaj7-Ab-Eb-cm7(b5)-F-Bb-gm-cm-F-B-bsus4-Bb","http://www.hooktheory.com/theorytab/view/stevie-wonder/think-of-me-as-your-soldier"
"114","Stevie Wonder","I Wish","Pre-Chorus","Bb-C7-fm7-a-bm-Bb-C7-fm7-Bb7-e-bm7-A-b7-e-bm7-A-b7-e-bm7-A-b7-e-bm7-A-b7","http://www.hooktheory.com/theorytab/view/stevie-wonder/i-wish"
"115","Stevie Wonder","You Are The Sunshine Of My Life","Verse","B-F#7-d#m7-G#7-c#m7-F#7sus4-B-c#m7-F#7sus4","http://www.hooktheory.com/theorytab/view/stevie-wonder/you-are-the-sunshine-of-my-life"
"116","Stevie Wonder","You Are The Sunshine Of My Life","Bridge","B(add9)-E(add9)-F#7sus4-B(add9)-E(add9)-F#7sus4-B(add9)-E(add9)-F#7sus4-a#m7(b5)-D#7-G#maj7-C#maj7-D#7sus4-g#m7-C#7-F#7","http://www.hooktheory.com/theorytab/view/stevie-wonder/you-are-the-sunshine-of-my-life"
"117","Stevie Wonder","For Once In My Life","Verse","F-F6-D7-gm-gm7-gm-gm7-C7-F-C-F-F-F-B-bmaj7-B-b6-am-am7-dm7-gm7-am7-B-bmaj7-em7-E-b7-D7-gm7-C7","http://www.hooktheory.com/theorytab/view/stevie-wonder/for-once-in-my-life"
"118","Stevie Wonder","Overjoyed","Verse","Bmaj7-B7-Emaj7-Bmaj7-Amaj7-Bmaj7-B7-Emaj7-g#m7-a#m7-D#7-g#m7-g#m6-c#m-F#7","http://www.hooktheory.com/theorytab/view/stevie-wonder/as"
"119","Stevie Wonder","Overjoyed","Chorus","g#m-D#-B6-C#7-g#m-D#-B6-C#7-g#m-D#-B6-C#7-g#m-D#-B6-E#9-Emaj7","http://www.hooktheory.com/theorytab/view/stevie-wonder/as"
"120","Stevie Wonder","As","Chorus","c#m7-F#7-B7sus4-E-c#m7-F#7-B7sus4-E-c#m7-F#7-B7sus4-E-Amaj7-G#7-c#m7-F#7-B7sus4-E","http://www.hooktheory.com/theorytab/view/stevie-wonder/isnt-she-lovely"
"121","Stevie Wonder","Isn't She Lovely","Verse","Eb-eo-fm7-Ab-fm7-Ab-A-bmaj7-gm7-fm7-Bb7-Eb-eo-fm7-Ab-fm7-Ab-A-bmaj7-gm7-fm7-Bb7","http://www.hooktheory.com/theorytab/view/stevie-wonder/loves-in-need-of-love-today"
"122","Stevie Wonder","Isn't She Lovely","Chorus","Eb-cm-gm7-gm7-fm-fm-cm-Bb-Eb-cm-gm7-gm7-fm-fm-cm-Bb","http://www.hooktheory.com/theorytab/view/stevie-wonder/loves-in-need-of-love-today"
"123","Stevie Wonder","Love's In Need of Love Today","Intro","D-b6-C7-C-bmaj7-C7-D-b6-C7-C-bmaj7-Bb","http://www.hooktheory.com/theorytab/view/stevie-wonder/overjoyed"
"124","John Denver","Take Me Home - Country Roads","Chorus","A-E-f#m-D-A-E-D-A","http://www.hooktheory.com/theorytab/view/john-denver/take-me-home---country-roads"
"125","John Denver","Annie's Song","Verse","D-G-A-bm-G-D-f#m-bm-A-G-f#m-em-G-A-Asus4-A-A-G-A-bm-G-D-f#m-bm-A-G-f#m-em-A-D","http://www.hooktheory.com/theorytab/view/john-denver/annies-song"
"126","John Denver and The Muppets","12 Days of Christmas","Verse","C7-C7-C7-C7","http://www.hooktheory.com/theorytab/view/john-denver-and-the-muppets/12-days-of-christmas"
"127","John Denver and The Muppets","12 Days of Christmas","Chorus","F-dm-gm-C7-F-F-Bb-F-C7-F","http://www.hooktheory.com/theorytab/view/john-denver-and-the-muppets/12-days-of-christmas"
"128","John Denver","Leaving On A Jet Plane","Pre-Chorus","D-G-C-G-C-G-C-D-D-G-C-G-C-G-C-D-D-D","http://www.hooktheory.com/theorytab/view/john-denver/leaving-on-a-jet-plane"
"129","John Denver","Take Me Home Country Roads","Bridge","f#m-E-A-D-A-E7-f#m-G-D-E-E7","http://www.hooktheory.com/theorytab/view/john-denver/take-me-home-country-roads"
"130","John Travolta and Olivia Newton-John","Summer Nights","Chorus","D-G-E-A-D-G-E-A-D-D-G-G-A-A-G-A-G-D-D-G-G-A-A-G-A-G","http://www.hooktheory.com/theorytab/view/john-travolta-and-olivia-newton-john/summer-nights"
