"","artist","song","song_parts","key","bpm","chords","link"
"19","Johnny Cash","Hey Porter","Solo","Fmaj","144","F-F-F-G7-C7-F-F-Bb-F-C7-F","http://www.hooktheory.com/theorytab/view/johnny-cash/hey-porter"
"20","Johnny Cash","Ain't No Grave","Verse","Dmin","78","dm-dm-gm-am-dm","http://www.hooktheory.com/theorytab/view/johnny-cash/aint-no-grave"
"21","Johnny Cash","The Man Comes Around","Verse","Cmaj","96","C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-am-F-G-C","http://www.hooktheory.com/theorytab/view/johnny-cash/the-man-comes-around"
"22","Johnny Cash","The Man Comes Around","Chorus","Cmaj","97","C-C-C-C-C-F-C-G-G-G-G-G-C","http://www.hooktheory.com/theorytab/view/johnny-cash/the-man-comes-around"
"23","Johnny Cash","The Man Comes Around","Bridge","Cmaj","97","F-C-C-C-C-C-C-C-C-C-F-C-C-C-C-C-C-C-C-C","http://www.hooktheory.com/theorytab/view/johnny-cash/the-man-comes-around"
"24","Johnny Cash","Solitary Man","Verse","Gmin","126","gm-cm-Bb-gm-Bb-cm-Bb-cm","http://www.hooktheory.com/theorytab/view/johnny-cash/solitary-man"
"25","Johnny Cash","Solitary Man","Verse","GNA","126","gm-cm-Bb-gm-Bb-cm-Bb-cm","http://www.hooktheory.com/theorytab/view/johnny-cash/solitary-man"
"26","Johnny Cash","Folsom Prison Blues","Verse","Cmaj","128","","http://www.hooktheory.com/theorytab/view/johnny-cash/folsom-prison-blues"
"27","Johnny Cash","Folsom Prison Blues","Pre-Chorus","Fmaj","128","F-F-F-F-Bb-Bb-F-F-C7-C7-F","http://www.hooktheory.com/theorytab/view/johnny-cash/folsom-prison-blues"
"28","Ritchie Valen","La Bamba","Chorus","Cmaj","144","C-F-G-F-C-F-G-F-C-F-G-F-C-F-G-F-C","http://www.hooktheory.com/theorytab/view/ritchie-valen/la-bamba"
